微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IzUCClYat,#上海应急响应级别下调为二级#【上海将重大突发公共卫生事件应急响应下调为二级响应】上海市政府新闻办23日发布消息，上海市政府决定自3月24日零时起，将上海市重大突发公共卫生事件应急响应级别由一级响应调整为二级响应。　　据了解，上海市自3月3日起已无新增本地确诊病例，根据国家有关法律法规和《上海市突发公共卫生事件专项应急预案》，上海市政府决定，自3月24日零时起，将上海市重大突发公共卫生事件应急响应级别由一级响应调整为二级响应。　　上海市将继续高度重视疫情防控工作，特别是以严防境外疫情输入为重点，更加扎实有效做好口岸防控和社区防控，进一步巩固疫情防控成效，统筹推进疫情防控和社会经济发展。                原图                            ,http://wx3.sinaimg.cn/large/a782e4abgy1gd3o3zogboj20p00p0759.jpg,无,无,2020-03-23 10:49,微博 weibo.com,790,41,101
IzUpPhiEY,#安倍晋三首次松口可能推迟东京奥运会#【日本首相安倍晋三首次“松口”可能推迟东京奥运会】日本首相安倍晋三23日上午在国会讲话时说，推迟举办东京奥运会是选项之一，但东京奥运会肯定不会被取消。　　这是安倍首次松口说东京奥运会可能被推迟举行，他三天前还在国会表示，东京将举办一届“完整”的奥运会和残奥会。　　他当天在讲话时说，如果举办一届完整的奥运会变得非常困难，“我们首先要考虑运动员的安全，因此我们不排除做出推迟奥运会的决定。”　　安倍同时还说：“取消（奥运会）是不可能的。”　　由于新冠肺炎疫情在不同国家的恶化，国际体育界越来越多的声音要求国际奥委会推迟举行东京奥运会。国际奥委会主席巴赫22日发表了一封给全世界运动员的公开信，宣布推迟举行东京奥运是“选项之一”，不过他也排除了取消东京奥运的可能。　　巴赫还说，由于日本的疫情已经得到了显著改善，他不可能就有关东京奥运会的决定给出具体日期。　　“我们相信未来四个星期内将结束这方面的讨论。”他表示，“（取消东京奥运）无法解决任何问题，也不能帮助任何人。所以这不在我们的议程里。”                原图                            ,http://wx2.sinaimg.cn/large/a782e4abgy1gd3mucj5pgj20p00p0759.jpg,无,无,2020-03-23 10:18,微博 weibo.com,51,24,24
IzUiWyQNS,#全民战疫#【正在直播：国务院联防联控机制新闻发布会】国务院联防联控机制举行新闻发布会，请国家发展改革委副秘书长高杲、国家市场监督管理总局副局长孙梅君介绍深化“放管服”改革、推进“互联网+”行动、促进“双创”支持扩大就业有关情况并答记者问。 新华网的微博直播 . ,无,无,无,2020-03-23 10:01,微博网页版,85,24,6
IzUcf8unR,#法国每晚八点为医护人员鼓掌#【法国：#掌声送给医护人#】近日，法国多地居民响应“为医护人员鼓掌”的倡议，每晚八点站在自家窗前鼓掌欢呼，向医护人员致敬。人们还将活动视频传到社交媒体上，进行爱心转发。 [组图共4张]原图,"http://ww3.sinaimg.cn/large/a782e4abgy1gd3m1w2dedj21900u0u0y.jpg,http://ww4.sinaimg.cn/large/a782e4abgy1gd3m1ymuf1j21900u0npf.jpg,http://ww3.sinaimg.cn/large/a782e4abgy1gd3m1wakylj21900u0e83.jpg,http://ww1.sinaimg.cn/large/a782e4abgy1gd3m1wvcr8j21900u04qr.jpg",无,无,2020-03-23 09:44,微博 weibo.com,16426,498,696
IzU5izulK,#全民战疫# 39例！353例！严防严控！千万不能大意！ [组图共2张]原图,"http://ww4.sinaimg.cn/large/a782e4abgy1gd3lbjz5h2g20ku1121ky.gif,http://ww4.sinaimg.cn/large/a782e4abgy1gd3lbne6kvg20ku112e82.gif",无,无,2020-03-23 09:27,微博 weibo.com,154,67,58
IzTSqpJgX,【#阿联酋航空公司将停飞所有客运航班#】受新冠肺炎疫情影响，总部位于迪拜的阿联酋航空公司22日宣布，将从25日起暂停所有客运航班。　　阿联酋航空公司在一份声明中说，该公司货运航班将继续运营，不受影响。　　声明说，阿联酋航空公司将持续关注疫情发展，一旦情况允许，将尽快恢复客运服务。　　阿拉伯联合酋长国卫生和预防部21日说，该国新增新冠肺炎确诊病例13例，累计确诊病例153例，累计治愈38例。                原图                            ,http://wx1.sinaimg.cn/large/a782e4abgy1gd3knna7j8j20p00p0759.jpg,无,无,2020-03-23 08:55,微博 weibo.com,564,65,101
IzTFHuf59,#全民战疫#【截至3月22日24时新型冠状病毒肺炎疫情最新情况】3月22日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例39例，新增死亡病例9例（湖北9例），新增疑似病例47例。　　当日新增治愈出院病例459例，解除医学观察的密切接触者661人，重症病例减少96例。　　截至3月22日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例5120例（其中重症病例1749例），累计治愈出院病例72703例，累计死亡病例3270例，累计报告确诊病例81093例，现有疑似病例136例。累计追踪到密切接触者688993人，尚在医学观察的密切接触者10701人。　　湖北新增确诊病例0例（武汉0例），新增治愈出院病例447例（武汉434例），新增死亡病例9例（武汉9例），现有确诊病例4768例（武汉4700例），其中重症病例1714例（武汉1699例）。累计治愈出院病例59879例（武汉42788例），累计死亡病例3153例（武汉2517例），累计确诊病例67800例（武汉50005例）。新增疑似病例0例（武汉0例），现有疑似病例0例（武汉0例）。　　3月22日0—24时，新增报告境外输入确诊病例39例（北京10例，上海10例，福建6例，广东6例，山东2例，甘肃2例，浙江、河南和重庆各1例）。截至3月22日24时，累计报告境外输入确诊病例353例。　　累计收到港澳台地区通报确诊病例507例：香港特别行政区317例（出院100例，死亡4例），澳门特别行政区21例（出院10例），台湾地区169例（出院28例，死亡2例）。（国家卫生健康委员会官方网站）                原图                            ,http://wx1.sinaimg.cn/large/a782e4abgy1gd3jxtz42zj20u00uin50.jpg,无,无,2020-03-23 08:24,微博 weibo.com,61,41,14
IzTyFjD96,【约翰斯·霍普金斯大学：#美国新冠肺炎确诊病例超过3万例#】美国约翰斯·霍普金斯大学22日发布的最新数据显示，截至美国东部时间22日15时（北京时间23日3时），美国新冠肺炎确诊病例升至31057例，死亡390例。　　根据数据，纽约州确诊病例最多，为15783例，死亡114例；华盛顿州确诊病例1793例，死亡94例；加利福尼亚州确诊病例1547例，死亡28例。　　这一数据来自该大学新冠病毒研究项目汇总的美国各州疫情报告。#全球疫情动态#                原图                            ,http://wx3.sinaimg.cn/large/a782e4abgy1gd3j5noaskj20p00p0759.jpg,无,无,2020-03-23 08:07,微博 weibo.com,71,33,31
IzTvJhJJF,#洛阳樱花道一侧樱花一侧垂柳#【古都#洛阳这条樱花大道成打卡地#[带着微博去旅行]】洛阳洛河南岸的樱花大道上，一侧樱花烂漫，一侧垂柳飘舞，粉绿分明。市民们纷纷前来观赏、漫步。微风吹过，落英缤纷。新华网的秒拍视频 ,无,"http://miaopai.video.weibocdn.com/F4gk31Wdlx07BUS2uKOY01041200IsSt0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584954739&ssig=wWeD%2BH2Z4L&KID=unistore,video",无,2020-03-23 08:00,微博 weibo.com,28792,3348,2448
IzTrc0h1c,新华社快讯：据美国地质调查局地震信息网消息，东太平洋海隆中部海域北京时间23日6时38分发生6.1级地震。 原图,http://wx4.sinaimg.cn/large/a782e4abgy1gd3iv5n6awj20p00p0jtr.jpg,无,无,2020-03-23 07:48,微博 weibo.com,56,14,14
IzTqqb1y4,#中国以外确诊病例超21万#【世卫组织：#中国以外新冠肺炎确诊病例升至210644例#】世界卫生组织22日公布的最新数据显示，中国以外新冠肺炎确诊病例升至210644例。　　世卫组织每日疫情报告显示，截至欧洲中部时间21日23时59分（北京时间22日06时59分），中国以外新冠肺炎确诊病例较前一日增加25987例，升至210644例；中国以外死亡病例较前一日增加1594例，升至9517例。　　全球范围内，新冠肺炎确诊病例较前一日增加26069例，升至292142例；死亡病例较前一日增加1600例，升至12784例。　　过去24小时内，有4个非洲国家报告了首例确诊病例，分别是马达加斯加、安哥拉、厄立特里亚、乌干达。                原图                            ,http://wx2.sinaimg.cn/large/a782e4abgy1gd3itl2z6sj20p00p0759.jpg,无,无,2020-03-23 07:46,微博 weibo.com,45,43,22
IzTl9im5g,【#哥伦比亚首都一监狱发生暴动致23死90伤#】哥伦比亚司法和法律部22日说，哥首都波哥大一座监狱21日发生暴动，已造成23人死亡、90人受伤。　　哥伦比亚司法和法律部长玛加丽塔·卡韦略22日上午在社交媒体上说，暴动发生时多名囚犯尝试越狱未果。23名死者全部为服刑人员；83名受伤犯人中，32人被送往医院接受治疗；7名工作人员受伤，其中两人伤势较重。　　21日晚，哥伦比亚还有多座监狱发生暴动，犯人通过抗议、纵火、与狱警发生冲突等要求改善伙食、卫生条件等。　　卡韦略表示，哥伦比亚监狱不存在卫生方面的问题。截至目前，哥监狱系统没有报告新冠肺炎感染病例。　　据哥伦比亚卫生和社会保障部22日发布的数据，该国当天新增21例新冠肺炎确诊病例，累计病例升至231例。            [组图共6张]    原图                            ,"http://ww2.sinaimg.cn/large/a782e4abgy1gd3ifcn9z2j21900u0npd.jpg,http://ww3.sinaimg.cn/large/a782e4abgy1gd3iff6oc2j21900u0qv5.jpg,http://ww2.sinaimg.cn/large/a782e4abgy1gd3ifct583j21900u0u0x.jpg,http://ww3.sinaimg.cn/large/a782e4abgy1gd3ifec73ij21900u0b29.jpg,http://ww4.sinaimg.cn/large/a782e4abgy1gd3ifexl8mj21900u0kjl.jpg,http://ww2.sinaimg.cn/large/a782e4abgy1gd3p9s0k6uj21900u0hdt.jpg",无,无,2020-03-23 07:34,微博 weibo.com,17426,477,874
IzTdnp7ef,【#德国总理默克尔开始居家隔离#】德国政府发言人赛贝特22日说，由于日前接触过的一名医生被确诊感染新冠肺炎，总理默克尔已开始居家隔离。　　赛贝特说，默克尔是在22日傍晚与媒体记者见面后被告知此事的。20日下午，这名医生给默克尔注射了肺炎球菌疫苗。目前该医生被确诊感染新冠肺炎。　　赛贝特表示，默克尔在未来几天里将接受多次检测，居家隔离期间她仍将处理公务。　　22日下午，默克尔与德国各州州长召开视频会议。会后她向媒体宣布，为了控制疫情继续发展，将在全国实施更严格的防控措施，包括限制人与人之间的接触。#全球疫情动态#                原图                            ,http://wx2.sinaimg.cn/large/a782e4abgy1gd3huv6eucj20p00p0759.jpg,无,无,2020-03-23 07:14,微博 weibo.com,85,39,24
IzT7nkANr,#满满签名的防护服见证情谊#【满满的签名 满满的情谊 防护服见证我们一起战斗过！】3月21日下午，300多名四川援湖北医疗队队员回到成都。刚下飞机的队员向记者展示与湖北医务人员互换的签名防护服，上面满满都是签名，每一个签名都是战斗的情谊。#致敬每一位捍卫美好生活的人# 新华网的秒拍视频                                ,无,无,无,2020-03-23 07:00,微博 weibo.com,371,66,20
IzPuasOzK,【收网！抓捕！#海南警方成功打掉一涉黑涉恶犯罪团伙#】3月18日，海南省公安厅从全省抽调警力260余名，对乐东地区以施某鹏为首的涉黑涉恶犯罪团伙开展收网行动，成功抓获团伙首要分子施某鹏及团伙骨干成员30人，现场扣押疑似枪支1把、现金人民币127.87万元、港币5万元以及名贵烟酒、资金账本、刀具棍棒一批，查封涉案房产15处、办公场所7处，扣押机动车11辆，冻结银行账户资金1600余万元。经侦查，该犯罪团伙数年来通过有组织地实施聚众斗殴、强迫交易、拉拢腐蚀国家工作人员等违法犯罪活动，牟取非法利益，对当地经济、社会、生活秩序和政治生态造成严重破坏。新华网的秒拍视频                                ,无,无,无,2020-03-22 21:45,微博 weibo.com,267,36,47
IzPkuAppP,【冲鸭！#冲下飞机的广东医疗队员# 镜头都追不上的可爱！】各位街坊，广东医疗队翻屋企啦（粤语，回家的意思）！全速奔向接机的同事和亲友，像极了听到下课铃响的孩子们！ @广州日报 广州日报的微博视频 ,无,"http://f.video.weibocdn.com/002CxYXigx07BU47vl310104120013Mi0E010.mp4?label=mp4_hd&template=368x640.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1584954744&ssig=qrOET4Zjp8&KID=unistore,video",无,2020-03-22 21:21,微博 weibo.com,724,110,94
IzPb7nao2,#5月1日后恢复马拉松系误读#【中国田协：5月1日后全面恢复马拉松系误读】近日国家体育总局官网发布《体育赛事活动管理办法》（以下简称《办法》），该《办法》将于5月1日起实施。有媒体据此解读5月1日后国内马拉松赛事将全面恢复举办。记者22日从中国田径协会了解到，马拉松赛事何时恢复举办与该《办法》并无直接关系。　　中国田径协会曾于1月23日发布《关于加强对马拉松赛事新型冠状病毒防控工作的通知》，要求在4月30日之前举行的马拉松及相关运动赛事，“组委会要与承办地政府及相关部门积极沟通，听取意见，客观进行风险评估。如风险隐患较大，可通过易地、推迟、取消等方式，最大限度降低风险隐患。”　　这就意味着，马拉松赛事何时恢复举办、如何举办，应由赛事组委会与承办地政府及相关部门根据疫情防控具体情况协商决定。　　3月16日，国家体育总局官网发布的《办法》规定，申办国际体育赛事活动，应当按照程序报批，未经批准，不得申办。健身气功、航空体育、登山等运动项目的体育赛事活动，另有行政审批规定的，按照规定程序办理。除上述两条外，体育总局对体育赛事活动一律不做审批，公安、市场监管、卫生健康、交通运输、海事、无线电管理、外事等部门另有规定的，主办方或承办方应按规定办理。　　据了解，该《办法》旨在深化体育领域“放管服”改革，规范体育赛事活动有序开展，促进体育事业健康发展，且于2019年11月经国家体育总局审议通过，《办法》的内容与目前新冠肺炎疫情对体育赛事举办的影响并无关系。　　目前国内很多地区疫情防控工作取得良好成效。3月22日，2020成都双遗马拉松健康跑在成都市都江堰市青城山鸣枪起跑，活动组委会采取了一系列严密的防控措施，包括要求参赛跑友出示健康证明、测体温、戴口罩、排查生活轨迹等。约1000名跑友参加此次活动。#全民战疫#                原图                            ,http://wx1.sinaimg.cn/large/a782e4ably1gd301oppvfj20p00p00w3.jpg,无,无,2020-03-22 20:58,微博 weibo.com,67,32,15
