微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IzZvkeL16,#参考快讯#【#美联储救市# 宣布开放式量化宽松政策】参考消息网3月23日报道 据美国消费者新闻与商业频道（CNBC）报道，美联储23日宣布了一系列新计划，以帮助市场运转。       其中一项举措为开放式的资产购买，扩大货币市场流动性便利规模。       美联储称，为确保市场运行和货币政策传导，将不限量按需买入美债和抵押贷款支持证券。       还有其他多个项目，包括“主体街”商业贷款项目和其他旨在保持信贷流动的项目。                原图                            ,http://wx2.sinaimg.cn/large/8d90f0bbly1gd49prgkjhj20rs0rsq73.jpg,无,无,2020-03-23 23:15,微博 weibo.com,99,37,39
IzZkYpEj1,#全球疫情下的暖新闻#【外媒聚焦：疫情下，孩子带给我们的暖新闻——】美国《华盛顿邮报》网站：随着全球疫情升温，所有群体都不可避免地成为受害者。而如何帮助儿童这个特殊的群体理解危机、渡过危机就显得非常重要。英国一名7岁女童约瑟芬选择待在家里，取消自己的生日派对，为全国人民树立了榜样；为阻止新冠病毒传播，阿根廷实行全国“封城”，但有一种神奇的生物获得了豁免……更多↓↓ 外媒聚焦：疫情下，孩子带给我们的暖新闻——                                ,无,无,无,2020-03-23 22:50,微博 weibo.com,31,7,4
IzZkBnc9S,【#美股道指创特朗普上任以来新低#】3月23日，美股低开低走，盘中道指一度跌逾3%，跌超600点，标普500指数也跌逾3%。道指和标普500指数均创美国总统特朗普2017年1月上任以来新低。（谢艺观） （@中国新闻网 ） 原图,http://wx4.sinaimg.cn/large/8d90f0bbly1gd48yhapz1j20rs0rsq73.jpg,无,无,2020-03-23 22:49,微博 weibo.com,65,15,13
IzZbu65la,【外媒：#西班牙近4000名医护人员确诊新冠肺炎#】参考消息网3月23日报道 外媒称，西班牙官员3月23日说，近4000名医护人员确诊新冠肺炎，占该国总病例1/10以上。       据新加坡《联合早报》网站3月23日报道，西班牙卫生部紧急协调官西蒙在记者会上说，受感染的医护人员达3910人。       报道称，西班牙的医护人员表示，他们缺乏足够的防护用品，无法好好保护自己。西班牙有关部门和公司目前正在赶工制造更多的防护用品。                原图                            ,http://wx1.sinaimg.cn/large/8d90f0bbly1gd48b212wrj20dw08ogmc.jpg,无,无,2020-03-23 22:26,微博 weibo.com,397,104,85
IzZ1KFdjH,#参考快讯#【#联合国驻南黎巴嫩维和人员首报感染新冠病毒#】参考消息网3月23日报道 据德新社报道，联合国驻南黎巴嫩临时部队23日说，驻南黎巴嫩维和部队一名维和人员新冠病毒检测呈阳性。维和部队发言人安德烈亚·泰嫩蒂说：“这名维和人员已经在纳古拉联合国驻南黎巴嫩临时部队医院完全隔离。为预防病毒进一步蔓延，已经采取了所有预警措施。”       泰嫩蒂拒绝披露这位维和人员的国籍，仅说这位新冠病毒感染者15日从国外休假归队。泰嫩蒂说，同这位患者有过直接接触的另外四名维和人员也已隔离，三人检测呈阴性，一人检测结果仍未出来，他们都将按联合国驻南黎巴嫩临时部队的标准程序进行隔离。       联合国维和人员最早在1978年部署到南黎巴嫩。目前黎巴嫩同以色列仍处于战争状态。（编译/沈建）                原图                            ,http://wx3.sinaimg.cn/large/8d90f0bbly1gd47m47p97j20o00i0q4d.jpg,无,无,2020-03-23 22:02,微博 weibo.com,25,9,6
IzYV0hHPs,#波音向白宫呼救#【事关250万个就业岗位，这家美国巨头向白宫呼救了……】3月以来，无论是从股价走势还是全球暴发的疫情，对美国飞机制造巨头波音而言都是一场接一场的“空难”，令因737MAX禁飞而艰难度日的波音雪上加霜。舆论纷纷感叹，从2018年以来波音“厄运连连”——从印尼狮航、埃塞俄比亚航空公司的波音737MAX系列客机先后坠毁，引发该系列客机的全球停飞和安全性调查，被迫停产造成巨大损失；今年1月本想以777X型客机重振雄风的波音，又遭遇百年不遇的新冠疫情。在全球航空业重创之下，波音成为美股领跌的代表，内外交困之际，波音向政府寻求联邦援助—— 事关250万个就业岗位，这家美国巨头向白宫呼救了……                                ,无,无,无,2020-03-23 21:46,微博 weibo.com,118,41,48
IzYRbk0E8,#参考快讯#【外媒：#西班牙新冠肺炎增至33089例#】参考消息网3月23日报道 据以色列《国土报》网站3月23日报道，西班牙卫生部23日表示，西班牙的新冠肺炎死亡病例已经达到2182例，一夜之间增加了462例。      报道称，西班牙登记的新冠肺炎确诊病例从22日的28572例增加到33089例。      据路透社统计，截至格林尼治时间23日凌晨2点，在全球范围内，已有超过337500例新冠肺炎确诊病例，其中有超过14650人因此死亡。                原图                            ,http://wx2.sinaimg.cn/large/8d90f0bbly1gd46uz7efgj20el08c74h.jpg,无,无,2020-03-23 21:36,微博 weibo.com,52,12,16
IzYMSsmwx,#参考快评#【赵立坚，请继续发问！】昨晚，中国外交部发言人赵立坚再次在推特上发问：美国疾病控制和预防中心（CDC）承认，在2019年流感季中，一些新冠肺炎患者被误诊为流感。3400万人感染，2万人死亡。如果新冠肺炎从去年9月开始，美国又缺乏检测能力，那么有多少人可能已经被感染？美国应该找到“零号病人”是什么时候出现的。一石激起千层浪。美方甚至召见中国驻美大使，对赵立坚的言论提出抗议。一条发表在赵立坚推特上的推文，竟让美方反应如此强烈，是他的发问有什么问题吗？在笔者看来，赵立坚只不过是捅破了一层窗户纸，公开提出了国际社会许多人心底的疑问。事实上，在社交媒体中，早有对“美军将病毒带入武汉”的猜测。在病毒源头尚未确定，赵立坚只不过将一种合理的疑问摆到了桌面上，这有何不可？ 赵立坚，请继续发问！                                ,无,无,无,2020-03-23 21:26,微博 weibo.com,3010,656,474
IzYCelcfW,#参考快讯#【美媒：#美国确诊新冠肺炎超3.5万例#】参考消息网3月23日报道 据美国福克斯新闻网站3月23日报道，美国23日新冠肺炎确诊病例超过35000例，其中死于新冠肺炎的人数达到471人。       美国卫生官员此前说，随着新冠肺炎检测变得越来越普遍，新冠肺炎确诊病例将增加。       报道称，美国50个州都报告了新冠肺炎确诊病例。其中纽约州的确诊病例最多，将近17000例。（编译/王露露）                原图                            ,http://wx3.sinaimg.cn/large/8d90f0bbly1gd45sdokjhj20rs0rsq73.jpg,无,无,2020-03-23 20:59,微博 weibo.com,105,39,46
IzYxTcdqM,#日本疫情漫画#【疫情下，这张日本漫画让人细思恐极】今天，这幅漫画在日本推特上发布后，在短短五个小时内，已获得7万多点赞和1.6万多转发。在新冠肺炎疫情逐步加剧之际，这幅漫画或许体现了日本一部分人的某种心态。原发布者所配文字说明为：“希望快些实现。” 原图,http://wx1.sinaimg.cn/large/8d90f0bbly1gd456fqlxfj20so0q80v6.jpg,无,无,2020-03-23 20:49,微博 weibo.com,2261,933,316
IzYsazW0J,#锐参考#【今天，日本被逼到墙角了……】历经波折的东京奥运会筹办工作，又迎来了新的“一击”。当地时间3月22日，加拿大奥委会和残奥委官网发布消息，称加拿大做了一个“艰难决定”：不派代表队参加2020年夏季奥运会和残奥会。公告同时呼吁，东京奥运会和残奥会应该推迟一年举办，加方将对此提供“全力支持”。此消息一出，立即引发中外网友高度关注，有评论认为，加拿大推倒了第一块“多米诺骨牌”，接下来或将有更多国家退出。这下，一直对东京奥运如期召开抱有厚望的日本俨然被逼到了墙角—— 今天，日本被逼到墙角了……                                ,无,无,无,2020-03-23 20:35,微博 weibo.com,78,17,37
IzYiK3VvJ,#锐参考# #美国的锅甩不出去了#【白宫“密电”要求官员集中“甩锅中国”后，尴尬的一幕发生了……】疫情持续蔓延，但白宫在做什么？其下令甩锅中国的“密电”被曝光后，尴尬的一幕发生了：不仅一些官员对此不买账，不少美国网友亦感震惊和愤怒。当中国外交部发言人怒怼白宫“密电”之际，白宫方面则一直对被曝光的内容保持沉默。群众的眼睛是雪亮的。华盛顿的锅，看来是甩不出去了—— #耿爽说美国贼喊捉贼把戏太拙劣# 白宫“密电”要求官员集中“甩锅中国”后，尴尬的一幕发生了……                                ,无,无,无,2020-03-23 20:11,微博 weibo.com,284,99,58
IzYfAqOVq,#美国救助法案将再表决#【一波三折！美国“史上最大”救助法案将再表决……】 3月23日，美股股指期货开盘不久即触发熔断，有分析认为，“暴击”来自于当地时间22日美国参议院没有通过应对新冠肺炎疫情影响的2万亿美元（1美元约合7.1元人民币）的经济救助法案。尽管分析普遍认为该法案终会获得通过，但目前留给美国经济的时间已经不多了。据路透社报道，两党磋商仍在继续以求达成妥协↓↓ 一波三折！美国“史上最大”救助法案将再表决……                                ,无,无,无,2020-03-23 20:04,微博 weibo.com,51,20,23
IzY9uy3aR,#参考消息记者亲历瑞士封城#【记者亲历：直击最高紧急状态下的瑞士版“封城”】疫情之下，欧洲各国纷纷出台一波比一波更严格的防控措施，首当其冲的意大利、法国、德国、比利时、奥地利等都已宣布“封城”。瑞士也不例外，在3月16日晚宣布进入最高紧急状态后，瑞士政府采取了一系列更严格措施，叫停所有非必要的活动，关闭所有非基本生活保障场所，并敦促居民尽可能多待在家里。到目前为止，瑞士民众中的恐慌情绪并不明显，越来越多的人已经开始习惯更多时间待在家里，大街上显得日益空旷。不过，瑞士的“封城”和中国老百姓想象中的封城画风并不一样↓↓ 记者亲历：直击最高紧急状态下的瑞士版“封城”                                ,无,无,无,2020-03-23 19:49,微博 weibo.com,29,12,15
IzY0r8cZg,#参考快评#【灵魂拷问：为何美国政府“执意装睡不愿醒”？】20日，美国国务院发言人在推特上挑衅，指责中国应对疫情“不透明”，甚至叫嚣要世界审查所谓“疫情时间表”。对此，中国外交部发言人华春莹连发五条推文，一一驳斥美方的指责，在为中国正名的同时，梳理了美方行动的时间线，并质问：从那时起，你们做了什么？不说中方，就是西方媒体报道这个事都两个月了，美国政府自己不重视，拿“只是大号流感”“病毒四月份就会消失”“没有人比我更了解病毒”等等奇葩言论一顿忽悠本国民众，现在反倒怪中国没有再早几天提醒你？可是话说回来，这么清楚的事实，新闻白纸黑字都记录下来的，特朗普那些信誓旦旦、拍胸脯打包票的乐观表态还言犹在耳，很多美国民众都还记忆犹新的，美国政府自己会这么健忘？有没有及时采取行动，是不是轻视而贻误了时机，他们自己心里会没数？恐怕没有那么简单——#耿爽说美国贼喊捉贼把戏太拙劣# 灵魂拷问：为何美国政府“执意装睡不愿醒”？                                ,无,无,无,2020-03-23 19:26,微博 weibo.com,268,71,119
IzXVM8IXm,【美媒称#西方大学对中国学生吸引力降低#：抗疫举措不力 种族主义抬头】美国《纽约时报》网站：随着旅行禁令的蔓延以及中国学生和家长对于西方对公共健康的放任态度的愤怒与日俱增，未来几年西方大学中国学生的入学率可能会直线下降。中国最近提高了高等教育体系的质量，英国大学的管理者们现在担心，这些变化加上中国在抗击新冠病毒方面取得的成功，可能会使海外教育变得更难—— 美媒称西方大学对中国学生吸引力降低：抗疫举措不力 种族主义抬头                                ,无,无,无,2020-03-23 19:15,微博 weibo.com,294,59,75
IzXIIqCk7,【美媒：#叙利亚总统宣布大赦#】美联社：22日，叙利亚总统巴沙尔·阿萨德宣布大赦，给所有在22日前犯下罪行的罪犯减轻刑罚，同时还将赦免在今后数月内自首的逃兵。法令没有说明，释放囚犯是否是阻止新型冠状病毒在叙利亚监狱中传播的努力的一部分。在这个饱受战争蹂躏的国家，为防止病毒传播，各地已采取严格措施，包括关闭餐馆和咖啡馆。叙利亚以往曾数次实施类似大赦，最近一次是在2019年9月。http://t.cn/A6zDDLtv                原图                            ,http://wx2.sinaimg.cn/large/8d90f0bbly1gd410g4bqgj20dm07nmxl.jpg,无,无,2020-03-23 18:43,微博 weibo.com,70,13,7
IzXz6aPi7,#参考快评#【对中国发起舆论战，就能击败新冠病毒？】最近一周，新冠肺炎疫情在美国呈暴发之势，确诊病例与日俱增，目前已经突破3万。在美国国内，对特朗普政府应对疫情不力、贻误战机的批评声浪高涨，资本和市场信心也严重受挫。令人意外的是，在美国疫情快速蔓延的情况下，中国“躺枪”成了无辜受害者，成了美国政客嘴里的责任人。不仅骂中国的调门随疫情形势趋于严峻而水涨船高，上阵叫骂的官员级别也越来越高，从国会议员到国务卿，再到总统。这背后是什么“清奇”脑洞？ 对中国发起舆论战，就能击败新冠病毒？                                ,无,无,无,2020-03-23 18:19,微博 weibo.com,149,40,47
IzXrgEEdY,#特朗普考虑释放非暴力老年囚犯#【美媒：特朗普考虑释放“无暴力倾向”老年囚犯 以缓解监狱疫情压力 】美国商业内幕网站：美国总统特朗普正在考虑从联邦监狱释放“非暴力”老年囚犯，以缓解新冠肺炎疫情期间监狱的压力。在特朗普颁布这项行政命令之前，加利福尼亚州、纽约州和得克萨斯州等州的地方政府为了应对疫情，已经释放了数千名老年犯和轻刑犯，同时还加强了对监狱工作人员的筛查，禁止探视，并限制囚犯在监狱内的活动。http://t.cn/A6zD3Ckl                原图                            ,http://wx4.sinaimg.cn/large/8d90f0bbly1gd3zoxcbjfj20dv0a1glx.jpg,无,无,2020-03-23 18:00,微博 weibo.com,139,13,43
IzXjWv2J6,#纽约时报相继发文赞中国批美国#【纽约时报：特朗普在危机时刻放弃美全球领导地位 中国开始承担国际公共事件中主导角色】美国《纽约时报》网站在18日和20日分别刊登文章，分别阐述了在新冠病毒疫情蔓延之际，中国援助各国抗击疫情，展现大国担当以及美国继续后撤，不再扮演慷慨的全球领导者。两者对比高下立见↓↓ 纽时:美危机时刻放弃全球领导地位 中国开始承担国际公共事件主导角色                                ,无,无,无,2020-03-23 17:42,微博 weibo.com,952,197,227
IzXbBpkB1,#耿爽说美国贼喊捉贼把戏太拙劣#【#外交部回应美方称中方策划掩盖疫情#：造谣污蔑、贼喊捉贼的把戏太拙劣】中国外交部发言人耿爽23日在北京说，美方一方面要求联邦机构统一口径来对外攻击抹黑中国，另一方面又指责是中国、俄罗斯和伊朗在散布虚假信息。“我不禁要问，到底是谁在散布虚假信息，是谁在混淆视听，颠倒黑白，美方这种造谣污蔑、贼喊捉贼的把戏实在太拙劣了。”　　在当日的例行记者会上，有记者问：据报道，美国总统特朗普在20日和21日的记者会上称，中国本可以更早告知美方情况。另据美国媒体披露，3月20日，美国白宫国安会要求各联邦机构统一口径，通过各种途径对外宣称中国策划掩盖疫情，导致全球大流行。中方对此有何评论？　　耿爽对此回应称，我看到了有关的报道，也看到了另一则报道，称3月20日，美国国务卿蓬佩奥对记者表示，中国、俄罗斯和伊朗正在散布虚假信息，诋毁美国为防控疫情所做的工作。把这两则报道联系在一起看，在同一天，也就是3月20日，美方一方面要求联邦机构统一口径来对外攻击抹黑中国，另一方面又指责是中国、俄罗斯和伊朗在散布虚假信息。我不禁要问，到底是谁在散布虚假信息，是谁在混淆视听，颠倒黑白，美方这种造谣污蔑、贼喊捉贼的把戏实在太拙劣了。　　耿爽指出，上周五，我以时间线的方式详细介绍了疫情发生以来中方向美方通报疫情信息，以及中美双方沟通的基本情况，中方始终本着公开透明负责的态度，及时向世卫组织以及包括美国在内的有关国家和地区通报疫情信息，得到了国际社会充分的肯定、高度的评价和普遍赞誉。在过去两个多月的时间里，中国人民团结一心，众志成城，奋力抗击疫情，为全世界的抗疫斗争赢得了宝贵时间，也作出了重要贡献。世卫组织最近表示，新加坡、韩国等一些国家，正是利用了中方为世界争取的宝贵时间，采取必要的防控措施，才使疫情蔓延得到了控制，“而在这段宝贵的时间里，美方又做了什么呢”？　　耿爽说，中方自1月3日起就开始向世卫组织和包括美方在内的各国定期通报信息，1月23日，中方宣布关闭离开武汉的通道，美国政府在2月2日宣布全面禁止过去14天到访过中国的外国人入境，那时候美国国内公布的确诊病例只有10余例，50天过去了，美国的确诊病例已经由10余例激增到3万余例，这50天里美方采取了什么有力的措施呢？美方完全是浪费了中方为全世界赢得的宝贵时间，事到如今，美方反而企图诋毁他人，转嫁责任，寻找替罪羊，这种做法既不道德，也不负责，不仅对美国自身的防疫工作没有丝毫帮助，对促进国际社会的抗疫合作也丝毫没有帮助。　　“这里我要再次敦促美方，立即停止对疫情政治化，停止对中国污名化，停止诋毁他国，还是集中精力做好自己的事情，为世界各国携手抗击疫情，维护全球公共卫生安全发挥建设性的作用。”耿爽说。 (记者 张子扬)（@中国新闻网 ）                原图                            ,http://wx2.sinaimg.cn/large/8d90f0bbly1gd3zhhy8mzj20fa0b774h.jpg,无,无,2020-03-23 17:21,微博 weibo.com,5871,209,327
IzX694ZF3,【#塞尔维亚总统3年前赞中国是好朋友#】塞尔维亚总统武契奇在2017年接受央视采访时，就曾说“中国不仅是塞尔维亚的好朋友，也是全世界的好朋友”；“我们要在所有路标上写上中文”；“走在塞尔维亚城市街上，你可以看到塞尔维亚人民对中国的喜爱”……网友：名副其实的老朋友！ 央视新闻的微博视频 （@央视新闻 ）                                ,无,无,无,2020-03-23 17:08,微博 weibo.com,489,55,54
IzX1r6Edl,#参考视点#【韩国“发明”引世界关注，新加坡并非“佛系”……关于国外抗疫，你的想法该更新了！】这两天，“湖北省新增确诊病例再次为0”的消息，让人们终于在草长莺飞的时节里，从心底感受到些许春意。但湖北“清零”，战“疫”未停，中国抗疫取得阶段性胜利的同时，仍面临着救治病患、社区防控、严防境外输入等考验。与此同时，和中国一起较早进入战“疫”状态的新加坡、日本、韩国，也根据各自国情采取措施，目前每日新增确诊病例稳定在两位数。那么，这三个亚洲发达国家有哪些抗疫经验？他们的战“疫”模式，对正处在世界疫情中心的欧洲国家，以及对中国下一阶段的防疫工作，又能提供哪些可借鉴之处呢？今天，小锐邀请了三位资深媒体人，他们分别从首尔、新加坡、东京，讲述了自己的观察—— 关于国外抗疫，你的想法该更新了！                                ,无,无,无,2020-03-23 16:56,微博 weibo.com,95,57,17
IzWSIkFi3,【境外媒体：特朗普先生，“美国流感”这个称呼怎么样？】美国《新闻周刊》网站：美国总统特朗普最近在提及全球新冠疫情时，越来越多地称新冠病毒为“中国病毒”，此举也引发美国亚裔尤其是华人群体的不满和担忧。加利福尼亚州乃至全美各地的机构和议员都在谴责特朗普最近关于新冠病毒的言论。有海外华人甚至在香港《南华早报》网站以讽刺的笔触撰文指出，如果我们按照特朗普的“起源说”，近年来发生的很多事件都有资格以美国的名字来命名。详情↓↓ 境外媒体：特朗普先生，“美国流感”这个称呼怎么样？                                ,无,无,无,2020-03-23 16:34,微博 weibo.com,219,39,54
IzWFB8D6K,【英媒披露：#美在疫情暴发前数月砍掉一个驻北京疾控专家职位#】路透社：在新冠肺炎疫情开始出现的几个月前，美国政府裁撤了驻北京的一个重要的美国公共卫生官员的职位，该职位旨在帮助发现中国的疫情。四名了解情况的消息人士称，这位派驻在中国疾控机构的美国流行病学家奎克于去年7月离职。作为CDC的雇员，奎克曾处于帮助美国和其他国家实地了解疫情的最佳位置，本有可能提前几周预警这一不断加剧的威胁。去年7月份奎克离开后，没有其他国外疾病专家入驻领导该项目。http://t.cn/A6zD9MXu                原图                            ,http://wx4.sinaimg.cn/large/8d90f0bbly1gd3x7aaj0ij20hs09zjsk.jpg,无,无,2020-03-23 16:02,微博 weibo.com,358,105,58
