微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IzV581zZW,#美食时刻#【沙嗲金钱肚】牛肚也就是牛胃，堪称牛身上的“宝藏地带”，毛肚、蜂窝肚、牛百叶……部位不同，口感也不同。其中的蜂窝肚因为形似旧时钱币，又被喜讨口彩的广东人称为“金钱肚”。广式早茶的经典做法，是用醇香浓厚的沙嗲酱先腌后蒸，酥而不烂，色香味俱全，还讨得“招财进宝”的好意头！沙嗲金钱肚                                ,无,无,无,2020-03-23 12:00,专业版微博平台,136,59,18
IzV4aiJAI,【西班牙卫生部：#西班牙3475名医护被感染#  占确诊病例12%】西班牙新冠肺炎确诊病例中12%为医护人员。据西班牙《国家报》当地时间22日报道，西班牙卫生部应急与预警协调中心主任费尔南多·西蒙表示，截至当日，西班牙有3475例新冠肺炎确诊病例为医护人员，占全国28572例确诊病例的12%。西蒙表示，医护是新冠肺炎风险最大的人群，医护人员大量感染是一个重要的问题。                原图                            ,http://wx1.sinaimg.cn/large/78ed3187ly1gd3q4m9hyxj20u00irjsi.jpg,无,无,2020-03-23 11:57,专业版微博平台,373,32,113
IzUZ21UY4,和#中国科普月#抗疫科普大使@谭松韵seven 一起助力#科学抗疫#！关于登革热的科学防治知识，你了解嘛？戳链中国科普月·谭松韵专场 来新浪新闻客户端，和#谭松韵[超话]# 一起传播正确防治病毒的科学知识，#科学抗疫#，从你从我做起！@科普中国 原图,http://wx2.sinaimg.cn/large/78ed3187ly1gd3prgd506j20ku112juq.jpg,无,无,2020-03-23 11:45,专业版微博平台,4737,2762,1080
IzUUbyINW,【小学教师被曝性侵女童4年 家人整理屋子发现孩子笔记】20日，@中国刘杰 爆料，广西横县乡村小学教师邓某某上课时性侵幼女。女孩姐姐赵某称，性侵一直持续了4年，给妹妹造成巨大心理阴影，是舅舅整理屋子时发现妹妹记录被性侵的笔记，后来妹妹向她说出真相。笔记内容令人心碎↓↓小学教师被曝性侵女童4年 上课时多次性侵                                ,无,无,无,2020-03-23 11:33,专业版微博平台,1506,174,321
IzUQ05mgF,【#龚正任上海市代市长#】今天上午，上海市第十五届人大常委会第十九次会议决定，接受应勇辞去上海市市长职务的请求，龚正任上海市副市长、代理市长。（上观新闻） 原图,http://wx1.sinaimg.cn/large/78ed3187ly1gd3p4akt3ij20go0ku3z3.jpg,无,无,2020-03-23 11:22,专业版微博平台,1327,55,91
IzUNr8JRg,【太过分！#泰国回国女子大闹机场# 拒绝隔离威胁防疫员 爆粗口辱骂旅客】3月22日，一段“疑似从泰国普吉岛回国女子大闹#重庆机场#”的视频引起网友热议。视频中，该女子称自己从泰国落地上海，上海转机重庆，但她拒绝隔离并爆粗口与防疫人员产生争执，随后该女子还与一旁的旅客发生口角。泰国回国女子大闹重庆机场！拒绝隔离威胁防疫员 爆粗口辱骂旅客                                ,无,无,无,2020-03-23 11:16,专业版微博平台,4486,318,1292
IzUJLibtU,【白宫给官员“密电”曝光：#白宫统一口径甩锅中国#】据环球网，当地时间3月21日，美国“每日野兽”援引白宫密电称，美国政府强调中国官员对疫情负有特殊责任，要求官员都要指责中国掩盖疫情，造成新冠肺炎在全球大流行。该电报为美国官员如何回答有关病毒问题及白宫涉中国回应方面发布了观点指导。一名官员表示，我们要尽可能把这些信息传递出去。时间视频的微博视频                                ,无,无,无,2020-03-23 11:07,专业版微博平台,1797,229,336
IzUFy5g75,【国标舞天后#刘真去世#  抢救33天无效后身亡终年44岁】2月初，国标舞天后刘真因主动脉狭窄问题入院，原本只视为一个简单的心脏手术，未料在手术过程中突然心跳停止，装上叶克膜抢救，几经抢救，依旧未能挽回↓↓经北荣证实她在22日病逝，享年44岁。详情↓↓“国标舞女王”刘真等不到换心病逝 享年44岁 ,无,无,无,2020-03-23 10:57,专业版微博平台,2078,367,316
IzUCte1lh,"【SBS公布#N号房主犯无码照# 呼吁知情人士提供资料】 3月23日，据韩媒，韩国SBS电视台《想知道真相》节目近日在官方SNS公布了“N号房”事件主犯的无码照，呼吁知情人士提供案犯的详细资料。　　《想知道真相》节目官方SNS昨晚发布了一张“N号房”事件主犯“博士”被警方押送时拍到的照片，照片中的“博士”带着口罩遮住了脸，但还是露出了部分脸部和眼睛。《想知道真相》节目组在SNS上呼吁现实中认识“博士”的人向节目组提供案犯的详细资料。#N号房间主犯无码照# SBS公布""N号房""主犯无码照                原图                            ",http://wx1.sinaimg.cn/large/78ed3187ly1gd3o5m23eoj20eg0e7gm1.jpg,无,无,2020-03-23 10:49,专业版微博平台,1513,57,108
IzUzei04k,【#加拿大退出今夏东京奥运会#】加拿大奥委会在官网上发布公告称，因担心新冠肺炎的风险，加拿大将不会派代表队参加2020年东京奥运会。公告称，在加拿大运动员委员会、国家运动组织和加拿大政府的支持下，加拿大奥委会和残奥委会支已经做出了一个困难的决定，将不会派加拿大代表队参加东京奥运会。@中国日报                原图                            ,http://wx3.sinaimg.cn/large/78ed3187ly1gd3nxb8csxj20j60ft3z9.jpg,无,无,2020-03-23 10:41,专业版微博平台,2037,55,216
IzUpZBjIh,【#英国私人诊所向富人售卖试剂盒#：425美元包邮 不到一周卖出5600个】据《华尔街日报》网站21日报道，英国从上周开始严格限制新冠病毒检测，症状较轻者无法进行检测。为了应对政府的这一限制，英国一家私人诊所的医疗总监马克·阿里开始向富人阶层出售检测试剂盒，售价约为425美元包邮（约合3015.38元）。他透露称，不到一周的时间就卖出了5600个试剂盒。这一情况并非个例。据报道，英国米德兰的私人诊所也在为患者提供病毒加测，最开始的价格在170美元左右。之后由于供应商提高售价，检测费用也很快涨到了280美元。这种行为也被批为借流行病牟取暴利，一位医生还建议政府征用所有进行私人检测的实验室。                原图                            ,http://wx1.sinaimg.cn/large/78ed3187ly1gd3n9nabzoj20u00k0jsd.jpg,无,无,2020-03-23 10:18,专业版微博平台,875,48,134
IzUgovhzJ,【#纽约市长称特朗普再不行动更多人将丧命#：本来能活的人也会死】3月22日，美国纽约市市长白思豪在接受NBC采访时表示，纽约市累计确诊病例约占美国全国确诊病例的三分之一，特朗普来自纽约市，却不愿意帮助自己的家乡，“如果特朗普再不采取行动，那些本可以活下去的人就会死去。” 截至美东时间22日15:25，美国约翰斯·霍普金斯大学公布的实时疫情数据显示，#美国确诊人数突破3万#，其中390例死亡病例。确诊人数最多的是纽约州，确诊15783例，死亡114人。此前针对美国总统特朗普讲稿将“新冠病毒”一词手改为“中国病毒”，#CNN主播批评特朗普#：这么做能帮到谁呢？#纽约市长称特朗普再不行动更多人将丧命#                                ,无,无,无,2020-03-23 09:55,专业版微博平台,1613,76,223
IzU6Dir8l,【越来越好了！#武汉商超向居民有序恢复开放#】近日，武汉市居民生活物资供应商业网点逐步有序恢复开放，居民和社区志愿者进店采购前，需出示电子健康码并进行体温检测和实名登记。网友：#加油武汉#，越来越好了！ [组图共9张]原图,"http://ww1.sinaimg.cn/large/78ed3187ly1gd3lvvg5t8j21a50u0kjn.jpg,http://ww4.sinaimg.cn/large/78ed3187ly1gd3lvvvrplj21860u0b2b.jpg,http://ww3.sinaimg.cn/large/78ed3187ly1gd3lvwhh9yj219e0u01kz.jpg,http://ww3.sinaimg.cn/large/78ed3187ly1gd3lvx1ivwj21990u04qr.jpg,http://ww1.sinaimg.cn/large/78ed3187ly1gd3lvxx6wuj21980u0qv6.jpg,http://ww1.sinaimg.cn/large/78ed3187ly1gd3lvyum3nj21930u0hdv.jpg,http://ww3.sinaimg.cn/large/78ed3187ly1gd3lvzb8p1j219a0u0kjm.jpg,http://ww1.sinaimg.cn/large/78ed3187ly1gd3lvzs9nfj21940u0b2b.jpg,http://ww3.sinaimg.cn/large/78ed3187ly1gd3lw0hdqmj21bd0u01kz.jpg",无,无,2020-03-23 09:30,专业版微博平台,590,35,76
IzU311cjE,【#特朗普不满捐工资没人感谢自己#：没有人关心 没有人对我说谢谢】英国卫报当地时间22日报道，特朗普在记者会上被问“是否会公开承诺，纳税人的钱不会流向您的个人财产”。特朗普说：我放弃40万美元总统工资的时候，没有人关心，没有人对我说谢谢。我要是承诺了，你就会紧跟着我，像疯了一样追着我不放。他还补充道：所有人都知道我有钱，所有人都知道我建立了一家公司。特朗普此前将每一季度的工资捐给不同的政府部门。据悉美国确诊人数突破3万，此前针对美国总统特朗普讲稿将“新冠病毒”一词手改为“中国病毒”，#CNN主播批评特朗普#：这么做能帮到谁呢？                原图                            ,http://wx3.sinaimg.cn/large/78ed3187ly1gd3lmq7xsyj20go0ant90.jpg,无,无,2020-03-23 09:22,专业版微博平台,1965,68,311
IzTXsvebD,【#哈维韦恩斯坦感染新冠病毒# 此前因性侵多名女星被判23年】北京时间3月23日，据英国《每日邮报》报道，正在狱中服刑的好莱坞知名制作人哈维·韦恩斯坦新冠病毒检测呈阳性，目前已被隔离。此前，韦恩斯坦因性侵和强奸被判入狱23年，案件回顾，视频↓↓ 哈维·韦恩斯坦感染新冠病毒 已被单独隔离 ,无,无,无,2020-03-23 09:08,专业版微博平台,1217,74,82
IzTRW1Rx4,【#伊朗最高领袖拒绝美国支援抗疫# 并称病毒可能是美国制造】据美联社22日报道，伊朗最高领袖当日拒绝了美国就抗击新冠病毒为其提供的援助，理由是认为新冠病毒可能是美国方面人为制造的。“我不知道这种指责的真实性如何，但是当这种指责存在时，根据正确思维，谁还会信任美方给他们带来的药物？”哈梅内伊说，“可能美方的药物就是一种传播病毒的方法。” 哈梅内伊同时声称，没有任何证据表明该病毒“是基于通过各种手段获得的伊朗民众基因遗传数据而专门为伊朗制造的”。此前，一篇发表在《自然医学》上的文章显示，新冠病毒“不可能通过实验室操作而产生”。                原图                            ,http://wx2.sinaimg.cn/large/78ed3187ly1gd3kubicdej20dw0afdgc.jpg,无,无,2020-03-23 08:54,专业版微博平台,76515,698,1557
IzTJ4oiwT,【#北京昨日新增10例境外输入病例#】据@首都健康 ，3月22日12时至24时，新增报告境外输入新冠肺炎确诊病例8例，其中西班牙2例、英国2例、法国2例、美国1例、巴基斯坦1例。昨日共新增境外输入确诊病例10例，疑似病例15例。截至3月22日24时，累计报告境外输入确诊病例107例，治愈出院病例8例。 3 22日12时至24时，无新增报告本地确诊病例。截至3月22日24时，累计报告本地确诊病例415例，治愈出院病例392例，治愈出院率94.5%。    截至3月22日24时，累计报告确诊病例522例，治愈出院病例400例，死亡病例8例。现有疑似病例55例。累计确定密切接触者4164人，其中381人尚在隔离医学观察中。全市已连续16天无本地报告新增确诊病例。具体为平谷区自有疫情以来无报告病例，延庆区59天，门头沟区49天，怀柔区45天，顺义区43天，密云区40天，石景山区38天，大兴区38天，房山区35天，昌平区34天，西城区32天，通州区32天，海淀区21天，丰台区19天，朝阳区18天，东城区16天。                原图                            ,http://wx2.sinaimg.cn/large/78ed3187ly1gd3k7lk77ej20ku0kuq5z.jpg,无,无,2020-03-23 08:32,专业版微博平台,747,28,148
IzTEK60EU,【#9地新增39例境外输入病例#  #31省区市累计报告境外输入353例#】3月22日0—24时，新增报告境外输入确诊病例39例（北京10例，上海10例，福建6例，广东6例，山东2例，甘肃2例，浙江、河南和重庆各1例）。截至3月22日24时，累计报告境外输入确诊病例353例。 原图,http://wx4.sinaimg.cn/large/78ed3187ly1gd3jwictiyj20ku0kuq5z.jpg,无,无,2020-03-23 08:22,专业版微博平台,714,27,122
IzTzg0AY5,【#美国确诊人数突破3万#  #特朗普宣布调动联邦国民卫队帮助抗疫#】当地时间22日，在美国白宫记者会上，特朗普宣布将调动联邦国民卫队帮助华盛顿州、加州和纽约州等受疫情严重影响的地区抗击疫情。据美国约翰·霍普金斯大学发布的新冠肺炎数据实时统计系统显示，截至美国东部时间3月22日下午6点，美国共报告新冠肺炎确诊病例32717例，死亡409，治愈178例。22日不到18小时时间里，美国新增确诊6670例。                原图                            ,http://wx3.sinaimg.cn/large/78ed3187ly1gd3jig1t9mj20go0d5760.jpg,无,无,2020-03-23 08:08,专业版微博平台,2484,63,352
IzTsx20TG,【#韩国众艺人发声N号房间事件#：最小受害者仅11岁】因涉嫌威胁未成年人拍摄性剥削视频并传播，#N号房间#节目运营者19日被拘留。截止至目前警方所掌握线索的被害女性多达74人，曾经加入过房间的用户则多达26万人。22日，李惠利、孙秀贤等艺人请求公开N号房涉案人员，视频梳理案件细节↓↓韩国众艺人发声N号房间事件：最小受害者仅11岁                                ,无,无,无,2020-03-23 07:52,专业版微博平台,16014,481,681
IzTpo1qGn,【#CNN主播批评特朗普#将新冠病毒改写成“中国病毒”：这么做能帮到谁呢？病毒才是敌人啊】针对美国总统特朗普讲稿将“新冠病毒”一词手改为“中国病毒”，CNN主播克里斯·科莫日前在其一档电视节目中提出批评：此举对人们无益。“我们不需要敌人，我们已经有一个敌人了，它是病毒。”据最新数据显示，#美国确诊人数突破3万#，全美共报告新冠肺炎确诊病例32717例，死亡409，治愈178例。22日不到18小时时间里，美国新增确诊6670例。目前，美国确诊病例数位居全球第三，仅次于中国和意大利。CNN主播批评特朗普将新冠病毒改写成“中国病毒”                                ,无,无,无,2020-03-23 07:44,专业版微博平台,3599,304,384
IzTlz4HHs,【世卫组织：#全球24小时新增病例2.6万例#】据世卫组织最新报告，截至欧洲中部时间21日23时59分（北京时间22日6时59分），全球新增26069例新冠肺炎病例，死亡人数新增1600例。目前欧洲区域疫情最严重，已确诊151293例新冠肺炎病例，死亡7426例。截至巴黎时间3月22日20时，欧洲地区累计报告新冠状病毒感染病例170057例，相比22日8时新增17997例。其中，意大利新增5560例，西班牙新增3378例，德国新增2601例，法国新增1559例，英国新增665例，瑞士新增611例，比利时新增586例，荷兰新增573例。3月22日，法国卫生总署署长热罗姆·萨洛蒙在的新闻发布会上通报说，截至当日#法国累计确诊升至16018例#，较昨日法国新增1559例新冠肺炎。其中新增死亡112例，累计死亡674例，住院7240例，重症1746例。截至美国东部时间3月22日下午6点，#美国确诊人数突破3万#，共报告新冠肺炎确诊病例32717例，死亡409，治愈178例。22日不到18小时时间里，美国新增6670例新冠肺炎。目前美国确诊病例数位居全球第三，仅次于中国和意大利。截至当地时间22日18时，24小时内意大利新增确诊病例5560例。意大利累计确诊59138例，死亡5476例，治愈7024例。现存46638例确诊病例中，重症3009例，居家隔离23783例。                原图                            ,http://wx3.sinaimg.cn/large/78ed3187ly1gd3ijc259uj20ku0kudiy.jpg,无,无,2020-03-23 07:35,专业版微博平台,294,38,59
IzTfe0Z9P,【德国总理#默克尔居家隔离# 曾前接触医生检测呈阳性】据德国联邦政府发言人22日傍晚透露，#默克尔接触的医生检测呈阳性#。在获悉与自己接触的医生新冠肺炎病毒检测呈阳性后，德国总理默克尔已居家隔离。据悉，默克尔在本周日宣布新的疫情管控措施后不久被告知这一消息，该医生周五曾给默克尔注射肺炎链球菌疫苗。联邦政府发言人塞伯特称，默克尔将在未来几天接受“常规检查”，并暂时居家工作。                原图                            ,http://wx2.sinaimg.cn/large/78ed3187ly1gd3i33n1fbj20iw0cswet.jpg,无,无,2020-03-23 07:19,专业版微博平台,310,31,74
IzT8g0l9R,#早鸟分享#【守护水资源，一“点”都不能少】今天是一年一度的#世界气象日# ，今年气象日的主题是“气候与水”(“Climate＆ Water”)。据统计，一年中至少有一个月的时间里，全球范围内超20亿人生活在高度缺水压力中，约40亿人遭受严重的缺水之苦。水资源与我们的生活息息相关，希望大家都能珍惜每一滴水。转发承诺！            [组图共9张]    原图                            ,"http://ww2.sinaimg.cn/large/78ed3187ly1gd3hl67tlrj20u019048c.jpg,http://ww4.sinaimg.cn/large/78ed3187ly1gd3hl6f4wlj20u0190n6y.jpg,http://ww1.sinaimg.cn/large/78ed3187ly1gd3hl6qhpij20u019012l.jpg,http://ww2.sinaimg.cn/large/78ed3187ly1gd3hl6ytffj20u0190k1l.jpg,http://ww3.sinaimg.cn/large/78ed3187ly1gd3hl783bhj20u0190dpb.jpg,http://ww3.sinaimg.cn/large/78ed3187ly1gd3hl7evnuj20u019012l.jpg,http://ww1.sinaimg.cn/large/78ed3187ly1gd3hl81gzpj20u019012p.jpg,http://ww2.sinaimg.cn/large/78ed3187ly1gd3hl884jlj20u0190k1h.jpg,http://ww1.sinaimg.cn/large/78ed3187ly1gd3hl8goqkj20u0190tk6.jpg",无,无,2020-03-23 07:02,专业版微博平台,184,277,33
IzPYwrrkQ,#深夜大明白#男团Seventeen都在做的TABATA练习，你确定不要试试吗？韩国欧巴们裸上身教你做！男团Seventeen都在做的TABATA练习 ,无,"http://api.ivideo.sina.com.cn/public/video/play/url?appname=weibocard&appver=0.1&applt=web&tags=weibocard&direct=1&vid=32874534102&Expires=1584950488&ssig=smuptDQTS7&KID=unistore,video",无,2020-03-22 23:00,专业版微博平台,446,176,98
IzPRdbptD,【恭喜！武汉#雷神山医院首例孕妇患者康复出院#】27岁的胡女士，家住洪山区，是武汉一家医院的护士。3月6日，在医院确诊为新冠肺炎，9日，她被转送至武汉雷神山医院治疗，此时她已怀孕33周。经过2周的治疗，胡女士病情康复，达到出院标准。“真没想到会感染新冠肺炎，当时我整个人精神状态很差，特别担心肚子里的宝宝。”胡女士表示，住进雷神山医院后，医护人员把自己照顾得非常细致，常常进行心理疏导，每天送来各种水果、牛奶等营养品，医院还安排了妇产科专家进行远程会诊，这些贴心的举措让她悬着的心慢慢放下。经过近两周治疗，胡女士于22日下午出院。医护人员将专门准备的婴儿奶粉、奶瓶、衣服等，连同牛奶等营养品一起赠送给胡女士，并和她约定，宝宝出生后一定要给医院报喜。胡女士出院后，将被她所在社区接到指定隔离点隔离观察，再到定点医院进行分娩。当天，包括胡女士在内，共有62名患者从雷神山医院康复出院。截至22日，雷神山医院康复出院患者累计达1349人。雷神山医院首例孕妇患者康复                                ,无,无,无,2020-03-22 22:41,专业版微博平台,7820,159,272
IzPJyj9lW,【指责政府抗疫不力 #法国医护人员将总理和前卫生部长告上法庭#】3月22日，《今日俄罗斯》报道称3名法国医护人员正起诉总理爱德华·菲利普和前卫生部长阿涅丝·比赞。他们指控这两位官员防疫不尽责有疏忽行为，认为倘若政府早做决定，便可遏制法国日渐严重的疫情。报道指出法律文件中引用的一项证据系比赞卸任卫生部长后，接受采访时透露的信息。据悉，假使相关罪名成立，被告将面临最高2年的监禁和巨额罚款。但法国政府否认有任何疏忽，称正积极应对新冠肺炎疫情。@世面 世面的秒拍视频                                ,无,无,无,2020-03-22 22:23,专业版微博平台,691,50,178
IzPAMyWdj,#治愈春天#【#江西婺源10万亩油菜花开了#：村庄被云海和花海淹没】近日，江西婺源，十万亩梯田的油菜花陆续开放进入盛开期。俯瞰山下，山谷的村庄淹没在云海和花海之中，犹如世外桃源。#婺源万亩油菜花梯田#@人民视频 江西婺源十万亩油菜花盛开：村庄被云海和花海淹没 ,无,"http://api.ivideo.sina.com.cn/public/video/play/url?appname=weibocard&appver=0.1&applt=web&tags=weibocard&direct=1&vid=32874858502&Expires=1584950491&ssig=r7IMpLstfv&KID=unistore,video",无,2020-03-22 22:01,专业版微博平台,704,168,122
IzPoPbAGS,【孟买迎20年来最差旅游季 #印度7成旅游从业者面临失业#】每年3月通常是印度的旅游旺季，但今年受疫情影响，来到印度的游客大幅减少。这使得印度旅游业遭受重创，有着印度“商业中心”之称的孟买更是迎来了20年来最差的一个旅游季。据印度工业联合会估计，印度酒店业今年有可能蒙受62亿卢比（约合5.8亿元）损失。如果情况迟迟不能好转，印度70%的旅游从业者将面临失业。印度专家表示，旅游业约占印度经济总量的十分之一，旅游业遭受重创，将使印度经济雪上加霜。据印度亚洲新闻社报道，印度中央政府与各邦政府当地时间22日开会决定，受疫情影响严重的75个行政区将暂停公共交通。一份官方声明显示，在已经出现确诊病例的75个行政区，所有客运火车、地铁以及跨邦交通，全部禁止运行至当地时间3月31日。声明鼓励居民尽量减少外出，并且只允许紧急必要服务继续运营。印度卫生部官网最新数据显示，截至当地时间22日下午2时30分，印度共确诊341名新冠肺炎病例，较昨日新增26例。所有确诊病例中包括已经治愈23例，死亡6例。@央视财经  孟买迎20年来最差旅游季 印度7成旅游从业者面临失业                                ,无,无,无,2020-03-22 21:32,专业版微博平台,271,22,74
