微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IzPxI3G7q,【#黑龙江一女子药店输液后死亡# 官方：撤销药品经营许可证，立案调查】3月13日，黑龙江省齐齐哈尔市讷河市市民刘某红昏倒在家门前的楼梯处，后经医院抢救无效身亡。其女儿小颖称，刘某红昏倒前曾在当地康达药店输液，“药店没有行医资格证，盲目输液后导致我妈妈死亡，事后还说自己‘黑白两道’都有人，让我随便告。”目前涉事药店已被关闭，其持有的药品经营许可证也被撤销。黑龙江女子药店输液后死亡 官方：立案调查                                ,无,无,无,2020-03-22 21:53,微博 weibo.com,128,24,41
IzPq7AQEC,【#武汉街道出现百米长堵车现象# 网友：胜利就在眼前】近日，在湖北武汉循礼门的解放大道地下通道，出现了百米长的堵车情况，同时，武汉地铁1号线列车驶入黄浦路站，21日，有网友发现，在武汉地铁站内的公告牌写着武汉地铁运营恢复阶段初步安排。网友称：胜利就在眼前，武汉离解封不远了。时间视频的微博视频                                ,无,无,无,2020-03-22 21:35,微博 weibo.com,66,7,15
IzO5SB8RD,【#一家6口从英国抵京确诊4人# 包括1岁宝宝和年迈老人】3月22日，北京市疾病预防控制中心副主任庞星火通报一起境外输入的家庭型聚集疫情案例。案例中一家6口从英国中转新加坡返京，在海关入境检疫时家中两人因发热被送至小汤山医院，至今家中6人已有4人确诊，包括1岁宝宝与年迈的奶奶。我们直播的秒拍视频                                ,无,无,无,2020-03-22 18:12,微博 weibo.com,156,15,34
IzNxNfXzZ,【愤怒！老人毒打天鹅偷蛋 物业：警方已对当事人批评教育】#老人为偷天鹅蛋毒打天鹅#近日，有网友爆料上海某小区，一老年住户为偷小区里的天鹅蛋毒打天鹅，被小区业主发现后态度蛮横，业主反映此人已多次毒打天鹅。目前，物业人员已联系当事人并报警，警方已对其进行了教育。  时间视频的微博视频 ,无,"http://f.video.weibocdn.com/7dmY8lhslx07BTOKmPII01041200gSgk0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1585005936&ssig=LI18z%2FghwM&KID=unistore,video",无,2020-03-22 16:48,微博 weibo.com,397,40,146
IzNerwjVG,【#意大利市长称死亡人数与实际有很大差距#：很多人没来得及测试，在家里、医院因不明原因死亡】意大利疫情最为严重的伦巴第大区贝尔加莫的市长表示，死亡人数与实际情况有很大差距，许多人在家里、医院因不明原因死亡，并未进行病毒测试。时差视频的微博视频 ,无,"http://f.video.weibocdn.com/000UAgAygx07BTtUbht501041200n04p0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1585005937&ssig=XjXW%2B2NeBu&KID=unistore,video",无,2020-03-22 16:01,微博 weibo.com,105,24,32
IzMBX7trh,【#纽约监狱至少38人确诊新冠肺炎#】据美联社报道，纽约市管教改造局21日说，包括臭名昭著的赖克斯岛监狱在内的纽约市各监狱，本周遭遇迄今美国监狱系统规模最大的新冠病毒肺炎疫情，至少有38人新冠病毒检测呈阳性，半数以上为在押的囚犯。凤凰秀官博的微博视频 ,无,"http://f.video.weibocdn.com/003Pkfi5gx07BTFexZ4401041200811L0E010.mp4?label=mp4_hd&template=640x360.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1585005937&ssig=gnhLcMYbhz&KID=unistore,video",无,2020-03-22 14:26,微博 weibo.com,3992,124,317
IzLSflznd,【#意大利疫情或早于中国#，#专家称疫情去年11月或已在意大利流行#】据美国NPR报道，意大利知名医学机构马里奥内格里药理研究所主任朱塞佩·雷穆齐日前接受采访时，说他近期从医学界听到的消息：“有医生在去年12月甚至11月，便已见到一种奇怪的肺炎，很严重，特别对于老年人来说。这意味着在中国出现暴发之前，病毒有可能就已经在隆巴迪北部地区出现流行了。”时间视频的微博视频                                ,无,无,无,2020-03-22 12:33,微博 weibo.com,204,52,73
IzKBO8rN3,【21日广东新增确诊8例，出现首例境外输入关联本地病例】截至3月21日24时，全省累计报告新冠肺炎确诊病例1407例（含境外输入56例），累计出院1329例，累计死亡8例。21日当天全省新增确诊病例8例，其中深圳3例（英国、泰国、西班牙输入各1例）、广州3例（菲律宾、土耳其各输入1例，境外输入关联病例1例）、湛江1例（法国输入）、珠海1例（英国输入）。新增出院4例。有1039名密切接触者正在接受医学观察。21日广东新增确诊8例，出现首例境外输入关联本地病例                                ,无,无,无,2020-03-22 09:20,微博 weibo.com,44,4,17
IzKfclQB0,【#31省区市新增46例确诊病例#，#湖北4日无新增#】3月21日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例46例，新增死亡病例6例（湖北5例），新增疑似病例45例。  湖北新增确诊病例0例（武汉0例），新增治愈出院病例490例（武汉463例），新增死亡病例5例（武汉4例），现有确诊病例5224例（武汉5143例），其中重症病例1812例（武汉1794例）。截至3月21日24时新型冠状病毒肺炎疫情最新情况                                ,无,无,无,2020-03-22 08:24,微博 weibo.com,16,4,3
IzFsOAVl6,【#意大利市长变身河南村长怒怼市民#】近日， 意大利一名市长发视频，痛斥居民外出烧烤，公寓开派对，每天买菜，买烟，跑步等行为。他发出绝望怒吼：以前没见我们市这么多人跑步，也没见邻里关系这么好，市民这么做是在拿所有人生命开玩笑！全球视频大魔王的微博视频 ,无,"http://f.video.weibocdn.com/000sdpnlgx07BP4LSb2D01041200G7020E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1585005940&ssig=ovwKrsBGeZ&KID=unistore,video",无,2020-03-21 20:14,微博 weibo.com,131,24,26
IzEI7DDvT,【女#华侨归国飞机上被感染#：早知这样绝不会回来】#西班牙女华侨奔波30多小时归国后确诊#，她全程佩戴口罩和手套，还是确诊感染新冠肺炎，她谈经历几度哽咽：“要不是家中有急事，我怎么都不会回来”。“早知这样，绝不会回来！” 归国奔波30小时，女华侨飞机上被感染新冠病毒，几度哽咽 原图,http://wx1.sinaimg.cn/large/76c4df26ly1gd1pru68w5j20hs0a03z0.jpg,无,无,2020-03-21 18:19,微博 weibo.com,414,26,93
IzDPTfbHI,【网曝湖北一家#持绿码佛山务工被要求酒店隔离# 哭诉“封门行吗？”】3月20日晚，有网友报料称，湖北一家五口带着可追溯健康绿码到广东佛山市三水区务工，仍被要求在指定酒店隔离。“我们几乎身无分文，我们把门封起来可以吗？保证不出门！”三水区疾控中心工作人员解释“”不是不让外地人员来佛山，而是当地一些留观点人员已满，只能劝说他们暂缓返回。对此，你怎么看？青蕉视频的微博视频                                ,无,无,无,2020-03-21 16:05,微博 weibo.com,1113,151,249
IzDgKhKNV,【#中国新冠疫苗已经注射进人体#】中国研制的新冠病毒疫苗已注射进人体，I期试验需要的志愿者并不多，仅限武汉地区常住居民，武昌、洪山、东湖风景区户籍居民优先，年龄18-60周岁。志愿者会被分为低剂量组、中剂量组和高剂量组三组，每组36人。经过筛选和体检后，符合要求的志愿者可以接种疫苗。此后的14天，为集中隔离观察期。中国新冠疫苗开始人体注射实验 第一批志愿者已注射                原图                            ,http://wx3.sinaimg.cn/large/76c4df26ly1gd1jnee86nj20u00miac4.jpg,无,无,2020-03-21 14:39,微博 weibo.com,200,42,38
IzCLOwQKI,【#中国足协：武磊确诊感染新冠肺炎#】北京时间3月21日，中国足协官方确认，中国国家队球员、西甲西班牙人俱乐部球员武磊确诊新型冠状病毒肺炎。足协公告称：中国足协已从西班牙人足球俱乐部获知，效力于该俱乐部的中国男足国家队队员武磊确诊感染新冠肺炎。目前武磊症状轻微，正接受治疗。中国足协与武磊本人及西班牙人俱乐部一直保持密切沟通，将视情提供一切必要的帮助。祝愿武磊早日康复！谢谢大家的关心。中国足协官方：武磊确诊感染新冠肺炎                原图                            ,http://wx3.sinaimg.cn/large/76c4df26ly1gd1hazixdvj20sc0j275k.jpg,无,无,2020-03-21 13:23,微博 weibo.com,30,8,18
IzBq4sEmZ,【#特朗普宣布纽约州为疫情“重大灾区”# 】据美国MSNBC新闻网、荷兰BNO新闻网消息，美国总统特朗普宣布纽约州为疫情“重大灾区”，将提供额外援助资金。特朗普宣布纽约州为疫情“重大灾区” ,无,无,无,2020-03-21 09:56,微博 weibo.com,17,8,12
IzAtuyPET,【#全国新增新冠肺炎41例 湖北连续3日0新增 # 】3月20日0—24时，全国新增报告境外输入确诊病例41例。其中北京14例，上海9例，广东7例，福建4例，浙江、山东、陕西各2例，四川1例。湖北连续3日0新增，全国现存确诊6013例。31个省份新增41例均为境外输入 湖北连续3日0新增 ,无,无,无,2020-03-21 07:32,微博 weibo.com,35,6,17
IzvTY2zFH,【#外卖小哥登时代周刊封面#：能帮助更多人很开心】3月19日，美国《时代周刊》封面发布抗疫群像，美团外卖骑手高治晓作为唯一华人面孔登上封面。高治晓表示，自己每天也会感到彷徨和担心，如果自己哪天咳嗽或乏力、头晕，都会联想自己会不会被感染了，“我觉得我也是很平凡很普通的一个人，能帮助更多的人，我觉得这才是我最开心的地方”。新京报我们视频的秒拍视频                                ,无,无,无,2020-03-20 19:53,微博 weibo.com,172,30,38
Izvl9qXtE,【特朗普回应“有钱有名的人更有可能接受核酸检测”：这就是人生吧，这种情况有时发生】#特朗普回应有钱人更有可能接受检测#当地时间3月18日，《纽约时报》撰文指出，在美国有钱有名的人更有可能接受检测。美国总统特朗普在白宫记者会接受采访时回应，并不是，但他表示，“也许这就是人生吧，这种情况有时发生”。时间视频的微博视频                                ,无,无,无,2020-03-20 18:28,微博 weibo.com,154,32,80
IzuOC7nPU,【意大利14名医生殉职，感染医护超两千】据《晚邮报》报道，截至3月19日，#意大利已有至少14名医生殉职#。他们的年龄在57至80岁之间。意大利医护感染新冠肺炎人数已达2629名，占总感染数的8.3%。澎湃新闻的微博视频 ,无,"http://f.video.weibocdn.com/000VM6Degx07BQxEfwi301041200bfGX0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1585005945&ssig=3WJfJr9F2v&KID=unistore,video",无,2020-03-20 17:07,微博 weibo.com,85,40,42
IzuiV8IPl,【#武大网红狐狸下山觅食#，空旷的校园里与守樱人亲切互动】3月17日，武汉大学校宠小狐狸珞珞现身珞珈山脚下，在校值守的老师发现后，给它喂了火腿肠。老师说，叫它名字还会有反应，前一天晚上也下山过，平时都有人投喂食物，疫情期间学校没人，可能是饿了下山觅食。一手video的秒拍视频 ,无,"http://miaopai.video.weibocdn.com/2vkUMqUJlx07BNTK6P8I01041200kulG0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1585005946&ssig=3w76GGIr8s&KID=unistore,video",无,2020-03-20 15:49,微博 weibo.com,101,37,28
IztrcAJdR,【嚣张！#北京“奔驰女”驾车硬闯小区# 疯狂辱骂还要告民警“非礼她”】据北京日报报道，在海淀区西山壹号院倚山庭苑门前，女子晋某拒不出示出门条，也不配合测量体温，企图直接驾驶奔驰越野车闯卡，甚至辱骂民警：“骂你怎么了，滚蛋…我告你非礼…”晋某说，她是一家公司的老总，突发的疫情把公司的规划全打乱了，这让她的心情很糟糕，把怨气撒在了防疫工作人员和民警身上。最终，她由于阻碍执行职务被警方行政拘留。燃新闻的秒拍视频                                ,无,无,无,2020-03-20 13:37,微博 weibo.com,158,36,84
IzsgKhmkk,【#带全家来京确诊女子被美国公司解雇#】北京输入性病例黎女士，带全家来京后确诊。其在美期间已出现发热、咳嗽等症状，在美国登机前曾服用退烧药。航班起飞一小时之后向乘务员自述未服用药品，降落前两小时坦白自身情况。Biogen公司声明称，黎女士不再是该公司雇员，“她的行为与公司的价值观念不符。”带全家来京的确诊女子被美国公司解雇：与公司价值观不符                                ,无,无,无,2020-03-20 10:38,微博 weibo.com,189,21,53
IzrC0lB2b,【特朗普讲稿新冠病毒被改为“中国病毒”】美国总统特朗普19日在白宫新闻发布会上的讲稿被记者拍下，照片显示，稿件中的“新冠病毒”被划掉，手写改为了“中国病毒”。特朗普讲话稿“新冠病毒”被手写改为“中国病毒” 原图,http://wx4.sinaimg.cn/large/76c4df26ly1gd0415e5h7j20l40e3aho.jpg,无,无,2020-03-20 08:58,微博 weibo.com,137,34,69
IzrdMFAah,【#湖北连续2日0新增# #31省区新增境外输入39例#】3月19日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例39例，新增死亡病例3例（湖北2例，辽宁1例），新增疑似病例31例。湖北继续0新增 ！31省份和新疆兵团新增境外输入病例39例 ,无,无,无,2020-03-20 07:58,微博 weibo.com,4,2,4
IzmVcFa1D,【武汉市公安局撤销李文亮训诫书 向当事人家属郑重道歉】1月3日下午，武汉市公安局武昌区分局中南路街中南路派出所对在网上出现的转发、发布SARS等传染病信息情况进行了调查，安排值班民警与李文亮医生进行谈话核实，现场制作笔录，对其训诫，并出具训诫书，属处置不当、适用法律错误、执法程序不规范。武汉市公安局决定撤销训诫书，并就此错误向当事人家属郑重道歉。我们将认真吸取教训，改进工作，努力做到严格规范公正文明执法。新冠肺炎疫情发生以来，英雄的武汉人民团结一心、顾全大局、顽强斗争，付出了巨大的努力和牺牲，为疫情防控工作作出了重大贡献。广大公安民警将继续与全市人民一起，同心协力、英勇奋斗、共克时艰，坚决夺取疫情防控斗争的全面胜利。感谢广大人民群众对公安工作的关心、支持和监督。#武汉警方取消李文亮训诫书# #李文亮# 武汉警方撤销李文亮训诫书                原图                            ,http://wx4.sinaimg.cn/large/76c4df26ly1gczjdo0dq9j20c60dpwmm.jpg,无,无,2020-03-19 21:02,微博 weibo.com,75,61,77
