微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IzFaOe44e,【政府刺激手段作用有限】无论从哪个角度看，目前世界主要经济体降息、减税与财政扩张的空间，都远不如2008年金融危机时期。也就是说，政府手中的“弹药”变少了。更为关键的是，政府的刺激政策主要作用于需求端。比如通过降息向企业提供便宜的资金，通过减税刺激消费者多购买商品和服务。但是，流行病大爆发直接打击经济生产活动，抑制投资和消费需求，当然还有预期。全文：世界经济进入“活下去”模式                原图                            ,http://wx3.sinaimg.cn/large/6215876dgy1gd0r5haherj20u00k0hdt.jpg,无,无,2020-03-21 19:30,微博 weibo.com,18,13,2
IzDBo4Xin,【疫情是一次对中国产业链的压力测试】无论美国如何“政治操弄”，全球供应链不可能因这次疫情而瓦解。但对中国来说，这次疫情的确是一次压力测试。中国的抗压力，不仅来自迅速遏制疫情蔓延进而较快地复工复产，更重要的依托还是中国经济本身。一个不争的事实是，中国是全世界唯一拥有联合国产业分类中全部工业门类的国家。在世界500多种主要工业产品中，中国产量占据世界第一的达200多种。中国经济增长的自给能力，以及制造业与全球市场的双重角色，都会在全球供应链中产生强大的向心力。（2020年6期《战“疫”之外，中国还有一场硬仗》）                原图                            ,http://wx2.sinaimg.cn/large/6215876dgy1gd0r52jffbj21ai0u0tic.jpg,无,无,2020-03-21 15:30,微博 weibo.com,197,166,28
IzC1YaTVY,【扩大内需需要重塑消费者信心】要扩大内需，依靠货币宽松政策、扩大政府对公共设施的投资等这些方式，只能是非常时期的权宜之计。真正的问题是重塑信心，如果没有了信心，居民会降低消费、企业会降低投资，让经济疲弱演变成长期的通缩，从而陷入凯恩斯曾经担忧的恶性循环。（2020年6期《餐饮停摆，内需“上云”》）                原图                            ,http://wx2.sinaimg.cn/large/6215876dgy1gd0r4qcrvhj21900u0hdy.jpg,无,无,2020-03-21 11:30,微博 weibo.com,25,8,8
IzAEJCZ9T,#早安# 原图,http://wx1.sinaimg.cn/large/6215876dgy1gd0r327ac0j20u0141q5f.jpg,无,无,2020-03-21 08:00,微博 weibo.com,34,13,3
IzvQopI3a,【全球供应链，“安全”不容忽视】对全球供应链的反思，毫无疑问将成为企业经营者的重要考虑。换句话说，以提高生产效率、降低生产成本为突出特征的全球供应链，未来的演化方向中必将加入“安全”这个因素。从企业生产经营角度看，生产的中断影响的不只是当下的生产，在竞争的市场环境下，还有未来的订单。对于抗风险能力相对较弱的中小企业来说，很可能就意味着未来的“生存”问题。至少从意愿上看，不少受疫情影响的企业会考虑分散风险、寻找替代供应商。（2020年6期《战“疫”之外，中国还有一场硬仗》）                原图                            ,http://wx1.sinaimg.cn/large/6215876dgy1gd05efvxilj21910u0na9.jpg,无,无,2020-03-20 19:45,微博 weibo.com,12,13,3
IzuQqFVG6,疫情刚开始的时候，CDC和媒体对民众的宣传，都把新冠肺炎当作流感看待，有意无意忽视了流感有疫苗、有治疗对策，而相对来说，此前整个医学界都对新冠肺炎没有切实认知和有效的治疗手段。这个败笔，或许最终会导致更庞大的感染人口。 我在西雅图，看到了美国如何对待疫情 ,无,无,无,2020-03-20 17:12,微博 weibo.com,33,17,4
IzugYy1zj,【互联网弥合消费供需问题】新冠病毒疫情在一定程度上，让互联网一跃成为一张牵系着千家万户的既有速度又有温度的网。它不仅滚动播放着疫情的实时新闻，更扮演着弥合消费供需的重要角色。我们可以看到，互联网企业自身也在不断根据消费者需求和疫情防控形势的变化，进行更新、升级。不同于非典时期的电子商务，仅限于传统的网购商品，在新零售概念下，电商提供的服务还包括外卖、买菜、送药等这些高频刚需业务。（2020年6期《餐饮停摆，内需“上云”》）                原图                            ,http://wx4.sinaimg.cn/large/6215876dgy1gd05e4119gj21900u0npd.jpg,无,无,2020-03-20 15:45,微博 weibo.com,9,2,1
IzsHyEi1O,【世界经济进入“活下去”模式】信息科技在中国的抗疫过程中扮演了重要角色，也是托住中国经济在第一季度不出现断崖式下滑的重要因素之一。但是，世界经济不可能完全“虚拟化”，无论科技如何发展，人与人之间的直接交流与接触，都是世界经济活动中的不可或缺。美国学者埃斯瓦尔·普拉萨德近日撰文称，疫情爆发前世界经济温和复苏的预期已基本无望，新冠肺炎疫情把世界经济推入了“活下去”模式。在他看来，认为疫情对全球需求只造成短期冲击是不现实的，“即使疫情的持续是短期的，其对世界经济增长的影响也将是长期的。”全文：世界经济进入“活下去”模式                原图                            ,http://wx3.sinaimg.cn/large/6215876dgy1gd05dpp2jsj20u00k0e81.jpg,无,无,2020-03-20 11:45,微博 weibo.com,10,9,4
IzrCB0O0k,#早安# 今日春分，春风沉醉，绿草如茵。 原图,http://wx4.sinaimg.cn/large/6215876dgy1gcznphjf5mj20u014175o.jpg,无,无,2020-03-20 09:00,微博 weibo.com,31,8,2
IznSrBl9Y,【武汉警方撤销对李文亮的训诫书并郑重道歉】3月19日晚，武汉市公安局发文撤销对李文亮医生的训诫书并致歉：1月3日下午，武汉市公安局武昌区分局中南路街中南路派出所对在网上出现的转发、发布SARS等传染病信息情况进行了调查，安排值班民警与李文亮医生谈话核实，现场制作笔录，对其训诫，并出具训诫书，属处置不当、适用法律错误、执法程序不规范。武汉市公安局决定撤销训诫书，并就此错误向当事人家属郑重道歉。武汉市公安局将认真吸取教训，改进工作，努力做到严格规范公正文明执法。全文链接：武汉警方撤销对李文亮的训诫书并郑重道歉                原图                            ,http://wx1.sinaimg.cn/large/6215876dgy1gcznlrx5hrj20rs0k34g9.jpg,无,无,2020-03-19 23:28,微博 weibo.com,28,29,15
IzmE6FlNJ,【战“疫”之外，中国还有一场硬仗】进入3月，新冠肺炎疫情在中国蔓延的势头得到明显遏制，但疫情对全球供应链的影响开始显现。中国经济有韧性，政策托底或许能把疫情对经济的负面影响的冲击降到最低。但是，中国经济身处其中的全球供应链，未来如何演变却不全然掌握在中国手中。这条供应链对中国经济的崛起发挥了至关重要的作用，也会是中国经济更上层楼的重要抓手。打赢抗疫这场战役之后，如何维护全球供应链以及中国在其中的地位，将是中国面临的又一场硬仗。（2020年6期《战“疫”之外，中国还有一场硬仗》）                原图                            ,http://wx4.sinaimg.cn/large/6215876dgy1gcz0rlrj0nj21910u0k1z.jpg,无,无,2020-03-19 20:20,微博 weibo.com,12,4,4
IzkGlboxi,【疫情冲击脆弱的世界经济】新冠肺炎病毒肆虐全球，造成的不仅是巨大的心理阴影面积，还有对世界经济的冲击。疫情爆发前，世界经济增长已显疲态，已容不得再飞出“黑天鹅”了。根据世界银行的数据，2017年至2019年，世界经济增长率分别为3.1%、3.0%和2.9%。不难猜测，在新冠肺炎疫情这支“黑天鹅”飞出后，这条下滑的曲线会向哪个方向弯曲。全文：世界经济进入“活下去”模式                原图                            ,http://wx1.sinaimg.cn/large/6215876dgy1gcz0r7nns2j20u00jpe68.jpg,无,无,2020-03-19 15:20,微博 weibo.com,18,2,2
Izj6V2bOG,【让公众听到哨声】社会需要“吹哨人”，需要那个看得到前沿的信息，有能力站出来吹响警报的声音。我们不应当遗忘曾经的每一个吹哨人，但相比起神化吹哨行为，大放赞歌、哀悼和悲愤，更应该提起警示的，是站在全局观视角，着眼于吹哨人引发的报警机制完善。“吹哨人”制度的真正有效机制，恰在于通过为潜在举报人提供奖励和保护，驱动“内部人”释放和扩大信息，促使行政机关采取行动，继而更进一步利于公众参与。全文：谁是真正的“吹哨人”                原图                            ,http://wx2.sinaimg.cn/large/6215876dgy1gcz0qum7zgj21900u04qp.jpg,无,无,2020-03-19 11:20,微博 weibo.com,81,39,22
IziIz5UNX,#早安# 不是所有人都能功成名就，我们中有些人注定要在日常生活的点滴中寻找生命的意义。 原图,http://wx1.sinaimg.cn/large/6215876dgy1gcz0nnphm9j20u0141ju2.jpg,无,无,2020-03-19 10:20,微博 weibo.com,33,20,3
Izdoa69xL,【波兰防疫：不愿步意大利后尘】和其他欧洲国家相比，波兰政府出台的防疫政策强度要高得多，时间也要早得多。春季学期刚刚开学两周，波兰政府就突然宣布所有公立大学全部停课。第二天，所有中小学、幼儿园停课。而此时，波兰的官方确诊人数是两位数，防疫政策可以说是相当超前了。如果说英国是“无为而治”，意大利是“亡羊补牢”，那么波兰就是“防患未然”了。虽然确诊人数在持续上升，但是及早防控，才能免于大规模暴发。全文：波兰，该来的还是来了                原图                            ,http://wx2.sinaimg.cn/large/6215876dgy1gcy3xycy22j20ps0ejdxi.jpg,无,无,2020-03-18 20:46,微博 weibo.com,35,5,13
IzbkiC26C,【总统任期归零，普京将再连任？】3月11日，俄罗斯宪法修正案先后在议会下院和议会上院以绝对多数高票通过。让人颇感意外的是，新的修正案包含着一项关键条款，该条款重新拿总统任期说事，规定待新宪法生效后现任总统的任期归零，这意味着普京仍可以参加2024年及2030年的俄联邦总统大选。虽然宪法修正案最终还要通过人民公投来决定其命运，但至少就目前而言，此番操作依然延续了典型的“普式”权力哲学：讲究权力运用的灵活性，同时又不触动制度的刚性。全文：普京不退位                原图                            ,http://wx4.sinaimg.cn/large/6215876dgy1gcy3xb0bkyj20u00lghdt.jpg,无,无,2020-03-18 15:31,微博 weibo.com,175,51,79
IzaD6hcgJ,如今，武汉的疫情形势相比之前已经有所缓解。从昨天(3月17日)开始，全国支援湖北的医疗队陆续撤离，踏上返程。 但是，仍然有很多坚守与坚持的故事曾经发生。负责接待医护人员与隔离者的酒店就是其中之一，这是保证封城后的武汉依然运行的“毛细血管”。 武汉饭店里，多少心酸事 ,无,无,无,2020-03-18 13:44,微博 weibo.com,15,8,1
Iz8nfnjky,#早安# 原图,http://wx3.sinaimg.cn/large/6215876dgy1gcx9fsm8juj20u0141dhs.jpg,无,无,2020-03-18 08:00,微博 weibo.com,34,9,9
Iz4q4EQAO,【美国冷战旧梦注定难圆】无论是“亚太再平衡”还是“印太战略”，也无论是“亚太链”还是“印太链”，美国重操冷战“旧业”，处心积虑“人设”对手，欲在从西太平洋到北印度洋地区的反“C”形孤线上，构筑起新的严密的包围圈，以实现其“大国竞争”的战略目的。只可惜，百年大变局之下，世界已不是冷战时期的世界，中国发展的步伐更加铿锵有力，美国的冷战旧梦注定难圆。（2020年6期《特朗普首访印度，“印太链”绷得更紧？》）                原图                            ,http://wx3.sinaimg.cn/large/6215876dgy1gcx9fm1w73j20zk0npjty.jpg,无,无,2020-03-17 21:56,微博 weibo.com,22,11,10
Iz1WEcRfP,【狂热的韩国基督教徒】韩国的基督教徒非常狂热，不少教徒认为韩国是第二个耶路撒冷，也是上帝拯救世人的救赎之地。他们非常热衷于向世界广布耶道。韩国当前向世界传教的人士数量世界第一，这一点，在当代没有任何一个欧美国家能与之相比。狂热的韩国信徒中，有一部分甚至敢去伊斯兰教的大本营——中东传教。但他们的结局，往往很不幸了。2007年，一帮韩国信徒到阿富汗传教时，被塔利班杀害了两个，最后韩国政府不得不出面交了大笔赎金，以换回剩下的传教士。全文：韩国沦陷，一切要从“邪教”说起                原图                            ,http://wx3.sinaimg.cn/large/6215876dgy1gcwpus2r0uj20n00dl1kx.jpg,无,无,2020-03-17 15:38,微博 weibo.com,44,17,17
IyZYSlOLm,【原油市场将面临大洗牌？】主要的产油国，正大面积陷入麻烦：作为欧佩克轮值主席的委内瑞拉已经崩溃；伊朗深陷政治和公共卫生的双重危机；叙利亚还在内乱；伊拉克的供应能力一直都不稳定等等。更重要的是，沙特的“百年对手”美国的页岩油降成本运动，正进入一个“平台期”——降到一个程度，但暂时还下不去。所以，在这个时候发起决战，时不我待。事实上，作为第三产油国的俄罗斯也宣布要增产降价，正是看透了沙特的盘算，希望再助力一把，让自己和沙特一起成为未来国际原油市场的“双寡头”。全文：油价暴跌真相：沙特王储大战特朗普                原图                            ,http://wx4.sinaimg.cn/large/6215876dgy1gcwpugu1o7j20fg08gaif.jpg,无,无,2020-03-17 10:38,微博 weibo.com,20,17,12
IyYWKbwzV,#早安# 原图,http://wx1.sinaimg.cn/large/6215876dgy1gcw3joqrf4j20u0141142.jpg,无,无,2020-03-17 08:00,微博 weibo.com,20,5,2
IyU6Myttz,【危中求机，推动经济结构性改革】过去几十年，我国经济持续高速增长在周期波动中展开，大体已经历了四次下行调整与三次比较完整的宏观周期，这几年中国经济转入中高速发展，结构性改革进入关键阶段，此次疫情的暴发也是对这些年经济改革成果的检验。如果能趁机重新梳理，并趁势推出一些力度比较大的系统改革举措，釜底抽薪地解决一段时期以来经济增长内生动力不足的困难，并提升我国社会治理能力和水平，这样就不失为在危中求机了。（2020年6期《釜底抽薪才能“危中求机”——访北京大学国家发展研究院教授、宏观经济研究中心主任卢锋》）                原图                            ,http://wx3.sinaimg.cn/large/6215876dgy1gcuytr5tpbj20k70d0wfw.jpg,无,无,2020-03-16 19:41,微博 weibo.com,9,9,8
IyT5F2kv2,有些人“失业”，是从今年大年初一开始的。数着日子，49天过去了，如今疫情高峰早已走远，这些普通人的“饭碗”，还没能重新端起来。有些生意直接垮了，有些人，还在焦急地等待。 疫情不再告急，这些人的饭碗告急 ,无,无,无,2020-03-16 17:05,微博 weibo.com,50,49,13
IySVICQUb,【航空公司为何亏损也不断航？】从成本回收的角度来说，售价100元上下甚至几十元的机票基本都是亏损的，但由于目前我国仍处疫情防控特殊时期，整体出行人数较少，为抓取有限的出行客流、提高自己的现金流，利用低价票引导旅客选择民航也是一个不得已而为之的举措。其次，航空公司也承担着“不断航”的社会责任。必要的航班量，维护了整体航线网络的通达性，也承担了航空运输的责任。全文：机票60元也无人薅羊毛，航空公司好难                原图                            ,http://wx4.sinaimg.cn/large/6215876dgy1gcuytfmek9j20u00kc1kx.jpg,无,无,2020-03-16 16:41,微博 weibo.com,15,6,5
IyQXX7jEs,【沙特王储的雄心】这一次，新冠肺炎袭来，全球经济蒙上阴影，沙特却反其道而行之，宣布了30多年来的最大降价措施。为什么？显然，沙特的“逆周期决战”显示了新王储的远见和雄心，必须借着这个疲弱的时期，用价格战永远消灭对手（将页岩油挤出市场），至少让它长时间无法恢复，确保“石油美元”自动循环的持续和国家财政的稳固。全文：油价暴跌真相：沙特王储大战特朗普                原图                            ,http://wx3.sinaimg.cn/large/6215876dgy1gcuysy8jowj20p00f3t9f.jpg,无,无,2020-03-16 11:41,微博 weibo.com,40,23,11
IyPwfEZyj,#早安# 怎样才算是真正的朋友？ 原图,http://wx3.sinaimg.cn/large/6215876dgy1gcuyqq5lawj20u01410uw.jpg,无,无,2020-03-16 08:00,微博 weibo.com,52,15,10
IyKQ1DWLx,【目前评价货币政策为时过早】一般来说，央行传统使用货币政策工具比较审慎，此次出手力度较大，相当给力了，也不多见。现在形势有点类似“救火”，首要任务是战胜疫情，跨过这道难关，超常正常无疑是必要的。当然，央行设计和实施应对措施时，必然要考虑两个问题：对当下形势实施效果如何，危机过去之后会有什么影响。目前评价这些措施还为时过早，当务之急是稳定形势渡过难关。（2020年6期《釜底抽薪才能“危中求机”——访北京大学国家发展研究院教授、宏观经济研究中心主任卢锋》）                原图                            ,http://wx3.sinaimg.cn/large/6215876dgy1gctsbvbmbhj20u00k0q4k.jpg,无,无,2020-03-15 20:05,微博 weibo.com,6,3,3
IyJgUsEGL,#温州老板娘送60000只口罩忘自留#一分钱送一包口罩，这种亏本买卖平时都没有商家肯做，况且是严峻的战疫关头。难怪阿里本地生活全款买单，总裁还亲自致电感谢，老板娘确实值此殊荣！行业有这样的商家和平台实在令人感慨  南风窗的微博视频 ,无,"http://f.video.weibocdn.com/002xeYQcgx07BIEf0A7Z010412008B9P0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1585019415&ssig=ROR7sx5Uzr&KID=unistore,video",无,2020-03-15 16:05,微博视频,255,247,77
IyJ2pwdEf,【航空公司通过“开源节流”进行自救】疫情之下，民航业面临巨大冲击，航空公司的当务之急是通过降本增效稳住现金流，“开源节流”的自救成为了航空公司的普遍选择。有的航空公司拓展副业，开通团餐定制服务。有的公司出台政策让员工无薪轮休模式。有的公司采用复工包机的特殊政策。有的航空公司持续用低价和优惠券吸引乘客。全文：机票60元也无人薅羊毛，航空公司好难                原图                            ,http://wx2.sinaimg.cn/large/6215876dgy1gctsbkonp5j20u00j5h5y.jpg,无,无,2020-03-15 15:30,微博 weibo.com,12,2,1
IyHsZEKce,【美股暴跌早有端倪】美国股市的问题，很早就出现了端倪。在刚过去的2019年，华尔街至少发生了两件事，但引起的注意并不够。一是创业界超级明星WeWork的故事被戳破了。在这家公司最炙手可热的时候，估值达到470亿美元。但随着公司财务和创始人个人丑闻的爆发，这家公司被评级公司评为“垃圾级”。另一件事是知名宏观投资人雷伊·达里奥做空美股。2019年第四季度，美国股市创出新高，但全球最大对冲基金桥水（Bridgewater）却悄悄购买了美股和欧股指数的看跌期权。全文：油价暴跌真相：沙特王储大战特朗普                原图                            ,http://wx1.sinaimg.cn/large/6215876dgy1gctsb1rlfzj20u00k0h60.jpg,无,无,2020-03-15 11:30,微博 weibo.com,18,16,7
IyG5L5AVd,#早安# 对待生活的正确态度：批判而不愤世嫉俗，好奇而不受蒙蔽，开放而不被操纵。 原图,http://wx1.sinaimg.cn/large/6215876dgy1gcts9afcvsj20u0141415.jpg,无,无,2020-03-15 08:00,微博 weibo.com,127,87,13
IyC2UbmYf,【房地产行业再次引发市场关注】目前，疫情正在全球一些国家不断蔓延，它成为了继贸易战之后，全球经济最大的不确定性。未来，世界经济还将有很多变数，这一轮由美联储带动的货币政策逆转，已经说明了问题。市场的预期正在变得谨慎甚至悲观，那么按照凯恩斯主义的观点，在这个时候，“有形的手”将发挥作用。在中国，房地产作为一个特殊行业，它再次成为市场讨论的热点。在过去，无论是1998年的亚洲金融危机，还是2008年的全球金融海啸，它都在提振经济的“工具箱”中始终扮演着核心工具的角色。这一次如何？所有人都拭目以待。（2020年6期《刺激是必要的，更不可缺席的是改革》）                原图                            ,http://wx1.sinaimg.cn/large/6215876dgy1gcts5za340j21a00u0qpj.jpg,无,无,2020-03-14 21:42,微博 weibo.com,23,11,14
IyzQVvnhY,【卫生纸为何“风靡”全球？】新冠肺炎在全球蔓延的同时，民众争相抢购卫生纸的现象在香港、日本、澳大利亚、美国、新加坡等地频频发生，更有甚者，跑到公共厕所去偷卫生纸。什么原因使得卫生纸成为人们囤积商品的心头好？墨尔本心理学家亚当·费里尔在接受路透社采访时说，“厕纸的大小使它能够让人感到购买了一项巨大的东西，感觉在完成某件事，能够满足人类控制需求的欲望。因此，如果购买一大包厕纸，会觉得在积蓄，这表明自己掌握了控制权。”全文：买不到口罩，他们抢起了卫生纸                原图                            ,http://wx2.sinaimg.cn/large/6215876dgy1gctbkiv6b4j20u00k0e81.jpg,无,无,2020-03-14 16:07,微博 weibo.com,31,13,15
IyyhvDeHs,【中产家庭对现金流枯竭的焦虑】从取消旅行，到争抢速食，疫情期间一系列的行为改变，一定程度上都可以视作——为了对冲疫情带来的现金流“洗劫”，无数家庭选择了支出的“腰斩”。撑，这个字精准地传递出了多数家庭目前呈现出对现金流枯竭的焦虑——显而易见的焦虑。每月的供房、供车和税赋，每学期让子女接受良好的教育，每一年提供给老人的赡养费，还要留出部分钱给医疗，以应对突如其来的一场大病、一次意外等等。全文：疫情中，一个中产家庭能撑多久？                原图                            ,http://wx4.sinaimg.cn/large/6215876dgy1gctbk90zhvj20u00joe81.jpg,无,无,2020-03-14 12:07,微博 weibo.com,46,47,21
IywFgh2AA,#早安# 问：幸福是什么？ 原图,http://wx2.sinaimg.cn/large/6215876dgy1gcsmch02l0j20u0141wg1.jpg,无,无,2020-03-14 08:00,微博 weibo.com,45,21,22
Iysap2YSf,【加强合作才能有效控制疫情传播】从疫情本身的角度看，世界已经紧密地相互关联在一起，世界任何角落的传染病都可能迅速传染至周边国家和世界各国。目前在中国受感染人数明显下降，而海外一些国家则出现了人数大幅度增加的险情，病毒传染人的源头也众说纷纭。人类只有加强合作共同努力才能够有效控制疫情的传播，没有哪个国家可以置身事外。中国发现疫情会快速传播后，采取了代价极大的封城和隔离措施，不仅是为中国本身，也是为世界各国做出了贡献。这也是体现了人类命运共同体的世界观。（2020年6期《疫情下的构建人类命运共同体》）                原图                            ,http://wx1.sinaimg.cn/large/6215876dgy1gcr9x45w4pj20u00k0419.jpg,无,无,2020-03-13 20:33,微博 weibo.com,7,4,3
IyqXtykOB,意大利从11号封国后，加大封禁力度后，反而有种“如释重负”的感觉。有点像武汉一天暴增一万多例的那天。数据看上去可怕，但身处其中的知道，事情在往好的方向行进。 意大利疫情真实情况如何？亲历者讲述意大利封国实情 ,无,无,无,2020-03-13 17:28,微博 weibo.com,66,20,12
IyqcDdD2i,【未来的LPR会下降吗？】目前，LPR大概率下降成为最流行的说法，主要理由是货币当局正着力引导社会整体利率下行，以给实体经济减负。同时，疫情叠加经济转型，利率降低也是一种有用的经济刺激政策。所以，综合各种因素来看，利率下行是大概率事件，而LPR刚好是核心的利率指标，所以必然首当其冲。但事情没这么简单。我们必须知道，存量房贷关系到银行的资产质量，而银行在中国有着某些远远超越金融机构本身的重要意义。所以，捍卫银行资产质量是一个核心议题。全文：各位房东，你的月供真会降吗？                原图                            ,http://wx1.sinaimg.cn/large/6215876dgy1gcr9wqxu4ej21900u0kdn.jpg,无,无,2020-03-13 15:33,微博 weibo.com,8,9,2
