微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IA3MT2YpW,【#N号房赵博士曾做志愿活动#】 23日晚，韩国SBS《8点新闻》将#N号房赵博士身份公开# ，主犯赵主彬（音译，25岁）是毕业于首都圈某工业专科大学的无业青年。随后，有网友发现，就在3个月之前，他还积极在某个帮助残疾人的志愿者团体里活动。认识他的人们说，他看起来很平凡，有时看起来还很善良，而这样的赵主彬是引发国民公愤的性犯罪案主犯，这让他们“很受冲击”。据赵主彬曾活动过的志愿者团体透露，赵某是在2017年10月大学最后一个学期来到该团体的。他说自己是“同地区大专院校的学生”，“退伍后想做志愿者”。他到第二年3月为止，共做了5个月的志愿者。暂停了1年后，他于2019年3月再次来到该团体。这时，他担任了团长，还直接负责了年末活动。他所在的团体在多个保育院、残疾人设施等进行过服务，后来因为今年年初的新冠肺炎而不得不暂停了前往保育院等地的志愿者活动。去年3月至12月之间，赵主彬在该团体企划或直接参与过志愿活动。去年11月，得知保育院举行运动会的某网络媒体还对赵主彬进行过采访。他表示“因为受到很多人的帮助，所以我也想帮助别人。因此就在退伍后开始志愿者活动了。在保育院里与孩子们成为哥哥弟弟、哥哥妹妹，让我非常开心。今后我也想把志愿活动当做我人生的一部分做下去。”2018年12月开始到最近，赵主彬在给无数女性带去痛苦的同时，还在对外进行着志愿活动。该志愿者团体接受媒体采访时表示“听说博士房嫌疑人的名字叫做赵主彬之后，我们担心保育院的孩子中也有受害人，因此在23日报警了。”（@新浪娱乐 ）            [组图共6张]    原图                            ,"http://ww1.sinaimg.cn/large/470bf257ly1gd4si5gvrsj20hs0h3wgw.jpg,http://ww4.sinaimg.cn/large/470bf257ly1gd4si6185xj20hs0dfwfh.jpg,http://ww2.sinaimg.cn/large/470bf257ly1gd4si67be7j20al0qoq3w.jpg,http://ww3.sinaimg.cn/large/470bf257ly1gd4si4zibrj20dc0btwff.jpg,http://ww2.sinaimg.cn/large/470bf257ly1gd4si6fpegj20cy0a5q4u.jpg,http://ww3.sinaimg.cn/large/470bf257ly1gd4si6n52pj20dc07at9b.jpg",无,无,2020-03-24 10:09,无,9965,540,575
IA3BXbYHk,【#粥店店长挂涉美日疫情不当横幅被解雇# 】“杨妈妈”粥店总部对近日横幅事件做出了回应：分店长擅自挂涉疫情不当横幅，已被解雇。#粥店店长挂涉疫情不当横幅被解雇#近日，一张“沈阳一家粥店打出横幅庆祝美国、日本发生疫情”的图片引发关注。网传图片显示，一家粥店门前的充气拱形门上，挂着“热烈庆祝美国疫情，祝小日本疫帆风顺长长久久”的横幅。这一事件在国外社交媒体引发极大讨论，影响恶劣。            [组图共2张]    原图                            ,"http://ww2.sinaimg.cn/large/470bf257ly1gd4rtehxr0j20qy0y3q5d.jpg,http://ww3.sinaimg.cn/large/470bf257ly1gd4rtew4rfj20qy0iy0vs.jpg",无,无,2020-03-24 09:42,无,23191,358,2563
IA3voinrJ,【#北京入境人员全部隔离观察全部核酸检测#】当前，境外疫情快速蔓延带来的输入性风险持续增加，外防输入形势异常严峻复杂。北京作为重要国际口岸城市，防范境外疫情输入已经成为当前的重中之重，只有采取更加严格的防控措施，才能最大限度堵塞风险漏洞，确保首都安全。在当前实施的目的地为北京的境外进京人员集中隔离措施基础上，北京决定从3月25日零时起执行以下措施：1、所有从北京口岸入境人员不分目的地，全部就地集中隔离观察，全部做核酸检测。2、14日内从其他口岸入境进京人员，全部集中隔离观察，全部做核酸检测。隔离观察费用自理，检测费用按照是否参加基本医疗保险或购买商业保险等有关规定执行。                原图                            ,http://wx3.sinaimg.cn/large/470bf257ly1gd4rduqgggj20u01l644z.jpg,无,无,2020-03-24 09:26,无,477,54,102
IA3bTrUtY,【#野生天鹅守护被困水面伴侣# 场面感人】3月22日，河南郑州有一只野生天鹅被困，民警与林业局工作人员等人迅速赶到现场。这只天鹅的腿上绑有一条风筝线，有几十米长。在救助这只天鹅时，旁边还有一只雄性天鹅一直在保护它。新京报我们视频的秒拍视频 ,无,"http://miaopai.video.weibocdn.com/fe7MFnvtlx07BWvqDYHe01041200GcOL0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1585038801&ssig=TIiGs59RAh&KID=unistore,video",无,2020-03-24 08:38,无,12389,668,621
IA39Io31d,【#奥运会推迟将致日本损失超3.2万亿#】据《今日美国》报道，据资深国际奥委会委员迪克·庞德当地时间23日透露，2020年东京奥运会将推迟至2021年。经济学家估算，#东京奥运会推迟#，访日游客将大幅减少，造成的经济损失将超过3.2万亿日元（约合人民币2063亿元）。青蜂侠Bee的秒拍视频 ,无,"http://miaopai.video.weibocdn.com/zVdLQPi5lx07BVEAFH1601041200erUr0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1585038803&ssig=JgbOl3T2FV&KID=unistore,video",无,2020-03-24 08:33,无,2053,150,262
IA36P2l57,【#意大利85岁医生准备重返一线#：我不害怕】3月22日，意大利媒体称受疫情影响该国医疗系统濒临崩溃，85岁退休名医表示他已准备好重新披挂上阵。Giampiero Giron是意大利威内托大区一名退休的麻醉医生，此前当地行政长官询问他是否可以重回医院帮助抗疫，他毫不犹豫答应，自此一直随身携带手机以防漏接电话。 世面的秒拍视频                                ,无,无,无,2020-03-24 08:26,无,1678,244,214
IA2QahWk0,【#澳籍跑步女被警方带离社区# 房屋已退租】北京朝阳区一澳籍进京女子不顾阻拦外出跑步，与社区防疫人员起争执引发热议一事有新进展。3月23日，一位知情人士告诉记者，该澳籍女子已于3月21日被警方带离小区，其后未再返回。据某租房平台中介人士称，事发后，渉事澳籍租客很快就办理完退租，后期会对房屋做全面消毒。（新京报） 新京报我们视频的秒拍视频                                ,无,无,无,2020-03-24 07:45,无,1665,33,119
IA2zdgKc0,【#毕业生举报导师剽窃其论文发表#：复制比达90%，老师已道歉】河南郑州，中原工学院信息商务学院毕业生在微博实名举报，其导师剽窃她的毕业论文，未经允许发表到期刊上去，复制比达到90%。当事人称，目前事情已经解决，老师已向她道歉，也要求期刊撤稿。学校称领导在处理此事。一手video的秒拍视频 ,无,"http://miaopai.video.weibocdn.com/sWikyUfYlx07BVGqSAYM01041200gGNC0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1585038804&ssig=cWuVFNScna&KID=unistore,video",无,2020-03-24 07:03,无,2474,280,229
IA2tj9lm4,【#美军72小时内将在纽约和西雅图建立野战医院#】美国参谋长联席会议主席马克·米利（Mark A. Milley）23日表示，军方将于72小时内在纽约和西雅图建立野战医院，每座医院各有248个床位，各配有11台呼吸机。除这两座医院外，还有一些军方的医疗设施待命部署。（央视新闻）#美军将在纽约和西雅图建野战医院#                原图                            ,http://wx4.sinaimg.cn/large/470bf257ly1gd4msdmshsj20gy09qgmj.jpg,无,无,2020-03-24 06:48,无,1281,45,272
IA2hawbFJ,【世卫组织：#全球新冠肺炎累计达到334981例#】世卫组织实时统计数据显示，截至欧洲中部时间3月23日18时（北京时间3月24日1时），全球确诊新冠肺炎334981例，死亡14510例，目前全球已有189个国家地区出现新冠肺炎病例。#全球确诊新冠肺炎病例超33万#，#世卫组织称新冠肺炎大流行呈加速传播#【#塞尔维亚累计确诊249例#】据塞尔维亚卫生部23日15时公布的数据，塞尔维亚累计确诊249例。当晚总统武契奇表示，塞尔维亚政府已听取中国专家意见，决定迅速推广相关中国经验：将在48小时内开始进行大规模核酸检测，覆盖更广泛的人群；将建立方舱医院，收治轻症患者。#法国累计确诊19856例#【#法国单日新增3176例确诊#】据法国卫生部，截至23日19时，法国新冠病毒感染病例24小时新增3176例，总数达到19856人。而由新冠病毒感染死亡病例24小时增加186例，总数达到860例。法国现有8675名感染者在接受住院治疗，比前一日多了1435人，其中2082人在接受重症监护。【#英国新增967例新冠肺炎#，#英国禁止非同一家庭2人以上聚集#】3月23日，英国新增新冠肺炎确诊者967例，累计确诊6650例。新增死亡54例，累计死亡335例。当地时间3月23日晚，英国首相鲍里斯·约翰逊宣布，为了应对新冠肺炎疫情，英国开始实施更加严格的管制措施。当晚开始，除购买生活必需品、外出锻炼、求医或核心工作者通勤以外，所有人必须待在家中，非同一家庭2人以上的聚集将被禁止。图书馆、露天健身房、祷告场所等也将关闭，人们除葬礼外不可举行纪念或宗教仪式。新规实施后，警察将有权驱散聚集的人群或进行罚款。约翰逊表示，新规将实施三周，届时如果疫情得到控制，将放松管制。【#意大利新增4789例新冠肺炎#，#意大利累计确诊超6万例新冠肺炎#】根据当地时间3月23日18时意大利卫生部公布的最近数据，意大利现有新冠病毒患者50418例，死亡6077例，治愈7432例，累计确诊感染新冠病毒总人数为63927例，较3月22日18时新增4789例，新增601例死亡病例。【#美国新冠确诊人数超4万# 】据约翰斯·霍普金斯大学发布的实时统计数据显示，截止美国东部3月23日下午2点55分，已确诊41708例新冠肺炎病例，其中2万例来自纽约州，共573人死亡。从上周三开始，美国确诊病例显著增多，以每天不低于五千例的速度迅速上升。 23日，美国各州共报告超过100例新增死亡病例，这是疫情暴发以来#美国单日死亡病例数首次升至三位数#。死亡病例已至少遍及美国34个州、华盛顿哥伦比亚特区和波多黎各。【#加拿大新冠肺炎确诊病例增至2091例# 死亡24例】加拿大魁北克省政府当地时间23日宣布，由于新冠病毒检测点的增加和确诊权限的下降，该省的新冠病例大幅增加，23日的确诊病例为628例，死亡病例依为4例。随后，不列颠哥伦比亚省宣布新增48例新冠病毒感染病例，目前累计已达472个，死亡病例增至13个。安大略省当天的病例数字到23日下午6时是503例，死亡6例。艾伯塔省当天公布最新的病例数据是301例。截至发稿时，加拿大的新冠病毒感染病例的确诊和初诊病例累计已达2091个，死亡24例。【#挪威新增311例新冠肺炎确诊病例#】当地时间3月23日，挪威《晚邮报》报道，截止到23日20点，挪威当日新增新冠肺炎确诊病例311例，全国累计确诊病例2573例，全国累计死亡病例10例。【#巴基斯坦新增99例新冠肺炎确诊病例# 累计确诊875例】当地时间3月23日，据巴基斯坦当地媒体报道，巴基斯坦新增99例新冠肺炎确诊病例，全国累计确诊875例，含6例死亡病例。【#亚美尼亚新冠肺炎确诊患者升至235人#】当地时间23日，亚美尼亚总理帕希尼扬发布消息称，该国累计确诊患者升至235人。帕希尼扬说，由于疫情严峻，从24日起，该国除外卖以外的所有餐馆暂停营业。建筑、纺织以及部分轻工业企业也将停工。【#丹麦新增65例新冠肺炎确诊病例# 共计1460例】当地时间3月23日，丹麦广播电视台报道，当日累计新增65例，全国累计1460例新冠肺炎，其中格陵兰岛有4例新冠肺炎病例。累计死亡病例24例，有254位患者住院接受治疗。【#以色列新增新冠肺炎确诊病例204例# 累计1442例】当地时间3月23日晚间，以色列卫生部宣布，从当天早晨8点到晚上10点，新冠肺炎确诊病例增加204例，累计1442例。                原图                            ,http://wx3.sinaimg.cn/large/470bf257ly1gd4lygmddvj20u00u0n09.jpg,无,无,2020-03-24 06:18,无,4572,252,552
IA2ai69oY,【国际奥委会委员：#东京奥运会将推迟至2021年#】据《今日美国》报道，据资深国际奥委会委员迪克·庞德当地时间23日透露，2020年东京奥运会将推迟至2021年，而有关细节将在未来四周内制定。报道称，庞德在电话采访中说：“根据国际奥委会提供的信息，已决定推迟东京奥运会。尚不确定推迟的具体计划，但东京奥运会将不会在7月24日开始，这就是我知道的”。迪克·庞德数十年来一直是国际奥委会最具影响力的成员之一。他说，他相信国际奥委会将很快宣布其下一步行动。而在此前，加拿大与澳大利亚已经宣布将退出今年的东京奥运会，奥委会也在3月22日表示将在1个月内对目前的情况进行综合评定，其中推迟举办是备选方案之一。（央视新闻）                原图                            ,http://wx3.sinaimg.cn/large/470bf257ly1gd4lgny3t4j20kj0bjtac.jpg,无,无,2020-03-24 06:01,无,606,226,96
IzZiWwO50,#三联美食#豆腐有好多种吃法 [组图共9张]原图,"http://ww4.sinaimg.cn/large/470bf257ly1gd41qxerd7g20b40697kl.gif,http://ww2.sinaimg.cn/large/470bf257ly1gd41qwmw8jg20go0b3ala.gif,http://ww2.sinaimg.cn/large/470bf257ly1gd41qwbaq7g20b4069tk3.gif,http://ww2.sinaimg.cn/large/470bf257ly1gd41qyijm2g20ao060b29.gif,http://ww2.sinaimg.cn/large/470bf257ly1gd41qyplzvg20eh0854qp.gif,http://ww2.sinaimg.cn/large/470bf257ly1gd41qzqayag20go09eu0x.gif,http://ww4.sinaimg.cn/large/470bf257ly1gd41qxsxxqg20ak05y1kx.gif,http://ww4.sinaimg.cn/large/470bf257ly1gd41qzvcgbg20ak05yb29.gif,http://ww3.sinaimg.cn/large/470bf257ly1gd41qy10h2g20c8069e6r.gif",无,无,2020-03-23 22:45,微博 weibo.com,433,184,108
IzZdyn68O,【隔离在家，#对着电视云喂鸟的意大利人#】隔离进入第十日的意大利人……  微丢的微博视频 ,无,"http://f.video.weibocdn.com/004lsd1Ogx07BVPcPizu0104120060Ea0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1585038810&ssig=Qz6DwYthcW&KID=unistore,video",无,2020-03-23 22:31,微博 weibo.com,1005,108,129
IzZ4KyfAJ,【为什么家乡菜那么难以替代？】前往武汉支援的“白衣天使”吃到了他们的家乡菜时，大家都松了一口气。东北人要吃到酸菜、陕西人要吃到羊肉泡馍才开心，历史学家菲利普·费尔南多—阿梅斯托在《吃：食物如何改变我们人类和全球历史》一书中说：“传统菜品必然包含有关地区盛产的几种主要食物和调味料，这些材料早已渗入大众集体口味，一再让味蕾尝到弥漫在记忆中的同样滋味，最终使人们普遍对其他的味道无动于衷乃至无法接受。” 为什么家乡菜那么难以替代？                                ,无,无,无,2020-03-23 22:10,微博 weibo.com,492,196,111
IzYSDaCJa,【#内蒙古伤医案嫌疑人被批准逮捕#】3月23日，鄂尔多斯市东胜区人民检察院对在鄂尔多斯市中心医院东胜部行凶伤医的犯罪嫌疑人王继忠，以涉嫌故意杀人罪批准逮捕。3月19日中午，鄂尔多斯市中心医院东胜部血液净化室主治医师汤某在为患者王继忠做透析准备时，患者王继忠趁汤医生不备持刀将其刺伤。 原图,http://wx3.sinaimg.cn/large/470bf257ly1gd46h5xzwkj20j30j9gr7.jpg,无,无,2020-03-23 21:40,微博 weibo.com,405,72,74
IzYu2o2il,【#N号房赵博士身份公开# 】23日，韩国SBS《8点新闻》公开了“N号房”事件主犯“赵博士”的长相和身份信息，此人名叫赵主彬（音译），25岁，信息通信专业，在校期间成绩优异，曾作为学报编辑部编辑局长活动。 此前经确认，奴役多数女性、制作和传播性剥削视频的所谓“Telegram N号房”秘密房间3大运营者之一的“watchman”已于去年年末被京畿南部地方警察厅拘捕。据悉，“watchman”是从N号房创始人“”手中继承并经营该房间的人，也是比经营博士房的“博士”赵某先在这个领域出名的人。警方逮捕了“watchman”和“博士”2位核心人物，现在正在将调查范围缩小到“”。 “N号房”事件是从2018年开始发生在韩国恶性集体性犯罪，案犯们冒充警察威逼利诱受害者们拍摄裸照再用这些照片威胁受害者，对受害者实施性犯罪，还将犯罪过程拍摄下来发布到了会员收费制的聊天群。此案因涉及未成年人，受害者人数众多以及有公职人员涉案而在韩国引发轩然大波，数百万网民在青瓦台网站请愿，要求公开案犯以及聊天群26万名会员的身份。@新浪娱乐 （图二是赵主彬曾在校报发表的文章，图三是其去年11月参加孤儿院公益活动的照片）#文在寅下令对N号房会员进行调查##N号房间#            [组图共3张]    原图                            ,"http://ww2.sinaimg.cn/large/470bf257ly1gd4573815sj20hi0b5gtj.jpg,http://ww3.sinaimg.cn/large/470bf257ly1gd457736k8j20dc0dcqcb.jpg,http://ww1.sinaimg.cn/large/470bf257ly1gd45794gxmj20hi0g3nbw.jpg",无,无,2020-03-23 20:39,微博 weibo.com,77865,2145,3513
IzYqYpoov,【#山西榆社县通报森林火灾原因#：村民为岳父修墓 放炮引燃荒草】3月23日，山西晋中榆社县公安局通报森林火灾原因。经初步查明，3月17日11时许，杨某斌和他的岳父张某国，及另外三名村民给张某国修墓。杨某斌按照农村习俗，燃放炮竹，引燃了周边荒草，从而引发森林火灾。#山西榆社县森林火灾#新京报我们视频的秒拍视频                                ,无,无,无,2020-03-23 20:32,微博 weibo.com,2305,120,339
IzYaMBtZR,【#俄罗斯上百名医学专家支援意大利# 俄军9架运输机深夜抵达】3月23日，俄军9架伊尔-76运输机抵达意大利。据俄罗斯国防部介绍，飞机上运送的有大量防疫物资，包括医疗设备和消毒物资等。此外，还有上百名医学专家组成的8个医疗救援小队。意大利截至目前已累计确诊59138例新冠肺炎，死亡病例高达5476例。 世面的秒拍视频                                ,无,无,无,2020-03-23 19:52,微博 weibo.com,1351,114,229
IzXYb1THa,【#印度民众敲锅碗瓢盆表达感谢#】当地时间3月22日，印度民众在自家阳台上以鼓掌、摇铃、敲打锅碗瓢盆等方式，向在疫情期间为公众提供服务的工作人员加油打气，有人甚至在前一天（3月21日）晚上进行了彩排。据路透社报道，为防止新冠肺炎疫情扩散，印度宣布于3月22日7时至21时在全国实施“公共宵禁”，除为保障基本物资供应外，所有人不得外出。印度总理莫迪也呼吁民众居家隔离，避免外出，他还表示，希望大家在3月22日下午5点发出些声响，以拍手或摇铃的方式，向医护人员和环卫工人表达感谢。印度卫生部22日发布的最新数据显示，该国新冠肺炎累计确诊病例达341例。  环视频的微博视频                                ,无,无,无,2020-03-23 19:21,微博 weibo.com,481,37,80
