微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IzUdExh1n,【美国单日确诊将达50万？ 美专家：不严格管控有可能】#若不加控制美国单日确诊或达50万人# #美国确诊人数突破3万#，成为除意大利以外、中国境外确诊病例数最多的国家。据《纽约时报》报道，有研究人员通过数学模型预测后认为，目前美国疫情仍处于起步阶段，最早可能在5月迎来峰值，若不加控制，峰值日新增病例可能会达到50万人。对此，美国加州大学洛杉矶分校公共卫生学院副院长张作风表示，由于美国疾控中心的失误，疫情防控已经迟缓了大概6-8周的时间。而疫情最为严重的纽约州，医院面临很大的困难，已经出现了医护人员的感染，其他地方若不再加以控制的话，可能会出现失控的局面。看看新闻Knews的秒拍视频                                ,无,无,无,2020-03-23 09:48,微博 weibo.com,2024,207,346
IzU8tDnNa,3月23日，国家监委成立两周年，中央纪委国家监委网站推出沙画视频《我们在一起》。视频-国家监委两周岁沙画《我们在一起》 ,无,"http://api.ivideo.sina.com.cn/public/video/play/url?appname=weibocard&appver=0.1&applt=web&tags=weibocard&direct=1&vid=32887822001&Expires=1584944564&ssig=zpFXlRZZc9&KID=unistore,video",无,2020-03-23 09:35,微博 weibo.com,297,80,9
IzTUTcUit,【江苏昆山一#企业复工后发现20多名空气员工# 牵出冒领百万工资案】2月，昆山淀山湖的一家民营企业递交了复工申请，公安机关要求复工企业如实提供员工的身份信息，制作进出厂区的出入证。企业在人事资料核查过程时一个意想不到的情况出现了。企业在职的人员总共是应该有180多人，其中有二十几个人联系不上，没有办法确定准确的电话信息和户籍资料，也联系不到人。这20多名“空气”员工，每月都会按时领取工资和加班费等津贴8万元左右。警方判断，这是公司内部有人在造假，不断侵吞公司的资产。（央视）  江苏昆山一企业复工后发现20多名“空气员工” 牵出冒领百万工资案                                ,无,无,无,2020-03-23 09:02,微博 weibo.com,62770,994,3388
IzTU2C1Pm,【#安倍表示若不能完整举办奥运将考虑延期#】针对国际奥委会开始就延期举办东京奥运会进行讨论一事，日本首相安倍晋三在3月23日上午举行的参议院预算委员会上表示，假如难以以完整形式（如期）举办东京奥运会的话，（国际奥委会）做出延期举办的决定也实属无奈。安倍晋三还表示，“举办东京奥运会的决定权在国际奥委会。在没有停办这一选项上，我与国际奥委会想法一致。”（人民日报）                原图                            ,http://wx2.sinaimg.cn/large/60718250ly1gd3kzpp2vcj20dw09aaav.jpg,无,无,2020-03-23 08:59,微博 weibo.com,485,56,124
IzTSnutAm,【#特朗普宣布加州为重大灾区#】美国总统特朗普22日宣布加州为新冠疫情重大灾区，将向加州提供联邦资金援助。（央视） 原图,http://wx1.sinaimg.cn/large/60718250ly1gd3kvghzclj20ku0kumy3.jpg,无,无,2020-03-23 08:55,微博 weibo.com,1000,58,179
IzTLLEgxN,【#辛冠费妍结婚证当事人辟谣#：证件照被人冒用，名字不是自己的】近日，有网友晒出一张结婚证走红，结婚证上的男方姓名：辛冠，女方姓名：费妍。合起来与“新冠肺炎”同音，网友看后直呼：全网唯一，最牛结婚证！随后当事人出来辟谣：证件照被人冒用，名字不是自己的，希望大家不要再恶意转发了。青蕉视频的微博视频                                ,无,无,无,2020-03-23 08:39,微博 weibo.com,1194,87,209
IzTzByN4v,【#31省区市新增39例均为境外输入#，#湖北连续5日无新增#】3月22日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例39例，新增死亡病例9例（湖北9例），新增疑似病例47例。　　当日新增治愈出院病例459例，解除医学观察的密切接触者661人，重症病例减少96例。　　截至3月22日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例5120例（其中重症病例1749例），累计治愈出院病例72703例，累计死亡病例3270例，累计报告确诊病例81093例，现有疑似病例136例。累计追踪到密切接触者688993人，尚在医学观察的密切接触者10701人。　　湖北新增确诊病例0例（武汉0例），新增治愈出院病例447例（武汉434例），新增死亡病例9例（武汉9例），现有确诊病例4768例（武汉4700例），其中重症病例1714例（武汉1699例）。累计治愈出院病例59879例（武汉42788例），累计死亡病例3153例（武汉2517例），累计确诊病例67800例（武汉50005例）。新增疑似病例0例（武汉0例），现有疑似病例0例（武汉0例）。　　3月22日0—24时，新增报告境外输入确诊病例39例（北京10例，上海10例，福建6例，广东6例，山东2例，甘肃2例，浙江、河南和重庆各1例）。截至3月22日24时，累计报告境外输入确诊病例353例。　　累计收到港澳台地区通报确诊病例507例：香港特别行政区317例（出院100例，死亡4例），澳门特别行政区21例（出院10例），台湾地区169例（出院28例，死亡2例）。                原图                            ,http://wx4.sinaimg.cn/large/60718250ly1gd3jjbji2dj20ku0kumy3.jpg,无,无,2020-03-23 08:09,微博 weibo.com,722,65,120
IzTxsif78,【意大利知名专家：疑似新冠肺炎早在去年10月就在意大利出现】#疫情去年10月或已在意大利出现# 意大利知名医学专家朱塞佩·雷穆齐说，最早一些家庭医生就细心地发现，他们接触到的重症肺炎，跟普通流感不同。他们在10月、11月、12月就看到了这种病毒，因此这种病毒已经存在了很长时间。”CGTN的微博视频                                ,无,无,无,2020-03-23 08:04,微博 weibo.com,3358,635,489
IzTlmhYEc,【美媒：#伊朗最高领袖拒绝美国支援抗疫#，称病毒可能是美国制造】#哈梅内伊称病毒可能是美国制造#据美联社22日报道，伊朗最高领袖当日拒绝了美国就抗击新冠病毒为其提供的援助，理由是认为新冠病毒可能是美国方面人为制造的。“我不知道这种指责的真实性如何，但是当这种指责存在时，根据正确思维，谁还会信任美方给他们带来的药物？”哈梅内伊说，“可能美方的药物就是一种传播病毒的方法。” 哈梅内伊同时声称，没有任何证据表明该病毒“是基于通过各种手段获得的伊朗民众基因遗传数据而专门为伊朗制造的”。此前，一篇发表在《自然医学》上的文章显示，新冠病毒“不可能通过实验室操作而产生”。（澎湃新闻）                原图                            ,http://wx3.sinaimg.cn/large/60718250ly1gd3iitizqej20j60ctgma.jpg,无,无,2020-03-23 07:34,微博 weibo.com,39321,796,1865
IzTcDz4yC,【#特朗普又怪中国没早一点提醒#，CNN来劲儿了】自美国疫情恶化以来，就不断将自己政府的失职推锅给中国的美国总统特朗普，在周六的一场新冠病毒疫情的发布会上又再次大放厥词。这次，他除了再次用种族主义的言辞将新冠病毒说成是“中国病毒”，甚至还怪罪中国“没有早一点提醒美国”。“我希望他们可以早点告诉我们里面发生了什么”，特朗普说，“我们一开始并不知道情况，直到疫情已经在人群中暴发出来。”根据CNN的报道，特朗普还指控中国“非常善于隐藏情况”，称“这很不幸”。不过，CNN紧接着在报道中不无讽刺地说，特朗普在1月24日时不仅称赞中国对抗新冠疫情的工作，还表示中国在疫情上“透明”。CNN还补充，在特朗普发表这番称赞近1个月前，中国就已经通知了世卫组织关于新冠病毒的情况。甚至于，CNN的一名记者还在特朗普的发布会现场专门拿此事质问了特朗普，特朗普只得找补说：“中国当时很透明，但如果他们再早一点透明就好了”。（环球时报）            [组图共2张]    原图                            ,"http://ww4.sinaimg.cn/large/60718250ly1gd3hwfzba6j20fa07oq34.jpg,http://ww4.sinaimg.cn/large/60718250ly1gd3hwfz21zj20fa03ogmi.jpg",无,无,2020-03-23 07:13,微博 weibo.com,13385,999,2246
IzRMp960p,【#新疆阿克苏地区拜城县发生5.0级地震#】中国地震台网正式测定：03月23日03时21分在新疆阿克苏地区拜城县（北纬41.75度，东经81.11度）发生5.0级地震，震源深度10千米。 原图,http://wx2.sinaimg.cn/large/60718250ly1gd3bm22okxj20j60ee75g.jpg,无,无,2020-03-23 03:35,微博 weibo.com,432,104,163
IzQX1pKGa,【#意大利新增确诊病例5560例# 新增死亡651例】据“BNO新闻”报道，意大利22日新型冠状肺炎确诊病例新增5560例，死亡651例，截至当地时间22日，意大利新冠肺炎确诊病例总数上升至59138例，死亡5476例。(海外网) [组图共2张]原图,"http://ww3.sinaimg.cn/large/60718250ly1gd37yigp6tj20fa0bygsg.jpg,http://ww4.sinaimg.cn/large/60718250ly1gd37yihba2j20j60j60ui.jpg",无,无,2020-03-23 01:29,微博 weibo.com,24956,679,1699
IzQHu9EuR,【#张伯礼院士回忆出征武汉落泪#】张伯礼院士1月26日接到任务，1月27日前往武汉。多长时间？3个月。准备什么东西？不知道。还有谁？不知道。张院士说：“知道当时武汉的疫情很重，也有思想准备要来，甚至自己想申请来，但是来那个瞬间…”说到这，张院士落泪了…他们，守护了武汉！转起致敬！央视新闻的微博视频                                ,无,无,无,2020-03-23 00:50,微博 weibo.com,7923,1006,476
IzQaIkKFx,【#波兰扣押意大利2.3万只口罩# 意外交部已介入此事】据波兰通讯社援引意大利安莎社报道称，意大利拉齐奥大区政府本周六（3月21日）严正抗议波兰海关扣押其2.3万只在波兰购买的FFP2口罩。由于波兰同样面临防控新冠肺炎疫情扩散的压力，波兰政府于3月20日推出的一项政令规定，企业出口护目镜、防护服、FFP2/FFP3口罩、一次性医用口罩、鞋套、医用手套、消毒液等产品，需要通知所在地的省政府，省政府将会向总理提交申请，由总理作出最终决定。截至发稿，对于扣押意大利购买的这批医疗用品，波兰总理府尚未有任何表态。据悉，目前意大利外交部已经介入此事。（央视新闻）                原图                            ,http://wx4.sinaimg.cn/large/60718250ly1gd3487un85j20c80c8q3a.jpg,无,无,2020-03-22 23:30,微博 weibo.com,2443,214,416
IzQ344Baw,【《音乐大师课》师生走进夜晚停运后的地铁站，探索#地下30米的演唱会# 】在#音乐大师课# 的课外实践中，音乐助教秦奋带领三位同学首次在夜晚地铁停运后进入地下30米的地铁隧道，探寻“地铁探伤工程师”这一岗位背后的故事。为了保障白天地铁的安全运行，他们需要每晚在地铁停运后进入地下30米的隧道进行探伤检修，有些工作人员更是常年与家人分隔两地…休息间隙，工作人员也会自娱自乐在隧道中开起小小“演唱会”，不仅用歌声来驱赶倦意，更用音乐唱出了对家人的思念。 头条新闻的微博视频                                ,无,无,无,2020-03-22 23:11,无,282,30,24
IzPPEwLOn,【法国医护人员指责政府抗疫不力 将总理和前卫生部长告上法庭】#法国医护人员起诉总理及前卫生部长#3月22日，《今日俄罗斯》报道称3名法国医护人员正起诉总理爱德华·菲利普和前卫生部长阿涅丝·比赞。他们指控这两位官员防疫不尽责有疏忽行为，认为倘若政府早做决定，便可遏制法国日渐严重的疫情。报道指出法律文件中引用的一项证据系比赞卸任卫生部长后，接受采访时透露的信息。据悉，假使相关罪名成立，被告将面临最高2年的监禁和巨额罚款。但法国政府否认有任何疏忽，称正积极应对新冠肺炎疫情。世面的秒拍视频                                ,无,无,无,2020-03-22 22:38,无,1660,148,169
IzPHXzLWZ,【#俄罗斯将限制与所有国家空中交通#】根据俄政府令，23日起，俄罗斯将临时限制与所有国家的空中交通。除撤侨包机外，与每个国家仅保留一趟航线。俄罗斯联邦航空运输局已发布与146个国家的最新航线信息。俄罗斯与中国间将保留莫斯科至北京往返航程。（央视总台记者 王斌 王毓韵） 原图,http://wx3.sinaimg.cn/large/60718250ly1gd32gsm3xxj20rs0rsgq4.jpg,无,无,2020-03-22 22:19,无,5568,236,520
IzPFCe6eZ,【一个人的毕业典礼 #日本某小学六年级毕业生只有一人#】据日本NHK3月22日报道，日本高知县四万十町的影野小学，今年6年级毕业生只有冈山和可一个人。因新冠疫情扩散，毕业典礼改到学校的院子里举行，包括低年级学生和当地居民，大约60人参加冈山和可的毕业典礼。校长对岗山说，“入学你就是一人，这6年你一定很寂寞很辛苦，今后无论如何都请充满自信地生活吧。”  时间视频的微博视频                                ,无,无,无,2020-03-22 22:13,无,2281,204,210
IzPBEEFuz,【英国医生采访中哽咽：在一个发达国家 #我们连遮脸的一块布都没有# 】近日，英国一名急诊科医生对着镜头讲述了医院的现状，呼吁政府保护医务工作者。他哽咽着表示：在一个发达国家，医护人员连遮住脸的一块布都没有。如果现在就面临没有防护装备的情况，那么疫情高峰时怎么办？青蜂侠Bee的秒拍视频                                 ,无,"http://miaopai.video.weibocdn.com/Hdd2KqHKlx07BUbQhVY401041200qNjb0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584944594&ssig=bclqjP9wOE&KID=unistore,video",无,2020-03-22 22:03,无,3505,406,504
IzPvZkVEe,【一个躺着就能做的瘦手臂动作 还不快马！】天气慢慢转暖，你袖子里的拜拜肉是不是快藏不住了？安利一个躺着就能做的瘦手臂动作，有效锻炼上臂肌，每天坚持做，从此告别拜拜肉。via：musucle watching 日本流行每日速报的微博视频 ,无,"http://f.video.weibocdn.com/002Sa5logx07BTYlCud901041200O5sO0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1584944594&ssig=mfEV26eRHa&KID=unistore,video",无,2020-03-22 21:49,健身 · 视频社区,652,508,57
IzPk6nrfy,#白宫要求官员集体甩锅给中国# 【舆论宣战！白宫给官员下“密电”曝光：统一口径，甩锅中国！】“我们被要求尽快用各种方式把这种声音传播出去……一切都和中国有关！”21日，美国《每日野兽》援引两名白宫匿名官员爆料以及白宫的一份政府电报的内容称，特朗普政府正要求联邦政府官员在对外谈话中都要指责中国“掩盖疫情”，强调中国官员“负有特殊责任”。 《每日野兽》21日在题为“白宫推动官员集中批评中国掩盖新冠肺炎疫情”的报道中说，在美国新冠肺炎病例数量持续快速增长之际，白宫正在多个联邦机构间启动一项所谓“公关计划”，要求官员们集中指责北京“试图掩盖疫情”并造成新冠肺炎在全球大流行。《每日野兽》称，这份当地时间周五（20日）发给美国国务院官员的电报为美国官员如何回答有关新冠病毒的问题或谈论新冠病毒，以及白宫涉及中国的回应方面发布了观点指导。这些谈话要点最初来自美国国家安全委员会，因为电报其中一部分上面一行写着“国家安全委员会（NSC）”。其内容甚至包括指责中共“重视自己的名声多于人民的疾苦”。报道称，一位爆料的官员说，“一切都是关于中国。我们被告知要尽一切可能把这些信息传递出去，包括在记者招待会和电视节目上。”《每日野兽》称，对于上述爆料，白宫没有立即回应置评请求。（环球网）            [组图共2张]    原图                            ,"http://ww4.sinaimg.cn/large/60718250ly1gd30rogfs4j20u00h2taj.jpg,http://ww3.sinaimg.cn/large/60718250ly1gd30rntp1ej20u00hs75r.jpg",无,无,2020-03-22 21:20,无,30041,9625,3865
IzPa7D1Jf,【六旬跑者#居家50天厨房客厅折返跑513公里#：虽然枯燥但对别人负责】李战哲今年66岁，是世界马拉松六大满贯六星跑者，还是北京奥运会火炬手。由于疫情无法外出跑步，为了保持体能，他每天在客厅和厨房折返跑。至少要跑1000圈。从1月29日到3月19日，50天下来他在家一共跑了513公里。“跑起来很枯燥，像驴转磨一样头会晕。但为了自己的安全，也为了别人的安全，就不能出去跑步。 ”  青蕉视频的微博视频                                ,无,无,无,2020-03-22 20:55,无,2427,160,414
IzP0NDtvI,【#抗疫护士发明防飞沫取样护盾# 这样采样更安全】山西支援湖北医疗队员李亚琴在为新冠肺炎患者采集咽拭子标本时，看到病人咳嗽后的飞沫溅到医护人员的面屏上，存在交叉感染的风险，于是她和同事潘博一起构思，发明了一种医用防飞沫压舌取样装置，并成功申请专利。李亚琴介绍，在医护人员取样时，这款装置能够阻止病人咳嗽或呕吐时产生的飞沫飞溅。疫情结束后，这一装置也可长期用于临床。他们还在考虑改进成一个用于危重患者吸痰的装置。正能量News的秒拍视频                                ,无,无,无,2020-03-22 20:32,无,8950,723,339
IzOYtbyFG,【#张文宏称疫情可能持续一到两年# 明年春天疫情或还有小高峰】近期新冠疫情在德国多点暴发和扩散，中国驻杜塞尔多夫总领馆邀请上海市新冠肺炎医疗救治专家组组长张文宏教授于3月17日以视频连线方式举办专题讲座。谈及这些病例什么时候能得到大幅度控制，张文宏表示：过了夏天以后病人会减少，但是一直会有散发的零星病人出现，延续到今年冬天，然后到了明年春天，又有可能有一个小的高峰，然后慢慢再下来。这当中还不排除和对面的南半球进行交流，因为北半球夏天病例变少，但是南半球是冬天，也会相互输送病例。来来回回，就算持续一两年也是正常的。(中国驻杜塞尔多夫总领馆微信公众号)            [组图共2张]    原图                            ,"http://ww2.sinaimg.cn/large/60718250ly1gd2z8bs9b0j20c8082wfc.jpg,http://ww4.sinaimg.cn/large/60718250ly1gd2z8c3mgyj20mr0o4do3.jpg",无,无,2020-03-22 20:27,无,412436,18453,20086
IzOPN4Ts7,#想喝冰可乐的援鄂医生# 护目镜起雾，他一边查房一边跺脚，希望雾滴早点流下来。腰肌劳损复发，他靠墙站一会又继续工作。患者说“你们都是最勇敢的战士”，他却说“我们吃的这一点苦，和武汉人民所受的苦难相比不值一提”。高强度工作后，他笑着说出简单又心疼的愿望，特别想喝一口冰可乐。北京卫视的秒拍视频                                ,无,无,无,2020-03-22 20:05,无,1370,174,104
IzOKEw0iS,#高压式教育对成长是好是坏#？@火箭少女101官博 集体来到@火箭少女101_李紫婷 的家乡泰国，陪李紫婷完成她成长中没有实现的愿望——参加毕业礼。从小就是“别人家孩子”的她，参加各类补习，领到许多奖杯，但也因此失去了学生时代应有的快乐，留下许多遗憾看完今晚的#横冲直撞20岁#，你觉得高压式教育对成长是好是坏？ 头条新闻的微博视频                                ,无,无,无,2020-03-22 19:53,无,2194,156,294
IzOAOiPtr,【湖北#29岁麻醉医生抗疫前线不幸离世#：已在一线工作35天】2020年3月21日，麻醉医生董天在湖北枝江抗疫前线，因脑血管意外不幸离世，年仅29岁。董天2014年毕业于皖南医学院，随后在该院麻醉科工作。据悉，他已在抗疫一线工作35天，目前遗体被送回湖北当阳。一手video的秒拍视频 ,无,"http://miaopai.video.weibocdn.com/guyWlxqolx07BTYL1cq401041200dAN00E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584944601&ssig=L57ocexKyG&KID=unistore,video",无,2020-03-22 19:28,无,2313,372,635
IzOu556Kt,#鄂尔多斯一患者刺伤医生被批捕# 【鄂尔多斯一患者持刀刺伤医生，被批捕】3月22日，内蒙古鄂尔多斯。患者王某某刺伤市中心医院汤医生，被检方批捕。此前医院通报，患者王某某趁汤医生准备透析工作时，持刀将其刺伤。目前，汤医生病情稳定。 澎湃新闻的微博视频 ,无,"http://f.video.weibocdn.com/000bO0regx07BTUL9Rsc010412005LWP0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584944602&ssig=WyxNi996xs&KID=unistore,video",无,2020-03-22 19:12,无,525,54,135
IzOlo6wW1,【北京#警方通报武汉刑满释放人员黄某英进京事件# 】#武汉刑满释放女子黄某英不被追究责任# 3月2日，北京市新型冠状病毒肺炎疫情防控工作第三十八次新闻发布会通报了“武汉刑满释放人员黄某英进京事件”相关情况。目前，黄某英（女，61岁）经地坛医院治疗，于3月15日治愈出院，正在集中观察，覃某（黄某英之女，37岁）、杨某益（覃某前夫，36岁）经14天隔离观察后，核酸检测均为阴性。北京市公安局东城分局经过调查，杨某益、覃某未遵守疫情防控相关规定，杨某益自武汉返京后仍出入公共场所，覃某未主动向社区报告，隐瞒与杨某益一同前往武汉接回其母亲的事实。3月22日，依据《中华人民共和国治安管理处罚法》第五十条规定，东城公安分局给予杨某益行政拘留处罚，给予覃某治安警告处罚。鉴于黄某英长期在监狱服刑，不了解北京疫情防控工作相关措施，且返京后居家未外出，未造成感染他人的风险，公安机关决定对其不追究法律责任。                原图                            ,http://wx4.sinaimg.cn/large/60718250ly1gd2wfi51gkj20gk08hwgh.jpg,无,无,2020-03-22 18:50,无,3243,243,394
IzOkv8XcH,【西班牙疫情严重 #西班牙老人声嘶力竭控诉医院#：我真是要气炸了！】据西班牙媒体3月20日报道，当天西班牙社交网站上流传着一个让人心碎的视频。视频中西班牙一位妇女崩溃大哭，称她丈夫目前身患新冠肺炎，症状严重，需要呼吸机，但是医院却没有床位，同时控诉医院忽视老人，优先救助年轻人。@燃新闻 燃新闻的微博视频                                ,无,无,无,2020-03-22 18:48,无,13331,1834,1769
IzObHlG81,【直播连线：直击疫情下的日本！】新冠肺炎疫情持续蔓延，日本最新情况如何？疫情给日本民众的生活和工作都带来了哪些影响？3月23日下午4点，我们将直播连线@桑德森狸藻@福冈阿苍，实地探访东京与福冈，带你去了解最真实的疫情下的日本！ 原图,http://wx2.sinaimg.cn/large/60718250ly1gd2vpn4fbqj20k00zkwwz.jpg,无,无,2020-03-22 18:26,无,90,13,22
IzOaxiNMk,【武汉#冒充防疫人员入室抢劫杀人被批捕#】湖北省人民检察院通报：在疫情防控关键时期，冒充防疫人员入室抢劫杀人，3月21日，湖北省武汉市洪山区检察院依法对犯罪嫌疑人肖某汇批准逮捕。经查，犯罪嫌疑人肖某汇因网上赌博无法偿还巨额欠款，预谋实施抢劫。3月10日，肖某汇携带绳索、胶带等物品，翻栅栏进入洪山区丽岛花园小区蹲点守侯，3月11日上午，冒充社区防疫工作人员排查体温，对该小区住户潘某某实施暴力行为，致其死亡。随后，肖某汇在被害人家中抢得现金人民币、美元、日元，购物卡以及其他各国礼品币若干后逃离现场。（央视）                原图                            ,http://wx3.sinaimg.cn/large/60718250ly1gd2voa3as2j20b3077t9b.jpg,无,无,2020-03-22 18:24,无,607,49,109
