微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IzWfF6Okp,【国务院联防联控介绍依法防控境外疫情输入最新情况】3月23日15时，国务院联防联控机制召开新闻发布会，请海关总署、交通运输部、中国民用航空局、国家移民管理局介绍出入境管理、口岸检疫、国际交通工具防控等情况。 澎湃新闻的微博视频 . ,无,"http://f.video.weibocdn.com/CpTiAYHilx07BVpjVnDW01041204ePjV0E020.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1585006731&ssig=OYwJouInN%2B&KID=unistore,video",无,2020-03-23 14:58,微博网页版,127,9,7
IzW8uobJv,#暂未接到广交会延后或取消通知#【第127届广交会将延期？工作人员：暂未接到延期或取消通知】对于第127届广交会将延后举行的传言，中国对外贸易中心广交会客户联络中心工作人员3月23日上午告诉澎湃新闻，目前，暂时未接到广交后延后或取消的通知，如果有相关消息，会及时在官网发布。澎湃新闻注意到，受新冠肺炎疫情影响，第127届广交会或将延后、取消的消息多次在网络传播。部分网友表示，当前全球疫情形势严峻，呼吁广交会延后举行。第127届广交会将延期？工作人员：暂未接到延期或取消通知            [组图共2张]    原图                            ,"http://ww1.sinaimg.cn/large/005vnhZYgy1gd3ub71jubj30u01hc0w3.jpg,http://ww2.sinaimg.cn/large/005vnhZYgy1gd3ub6zplfj30u01hcwhk.jpg",无,无,2020-03-23 14:41,微博 weibo.com,1649,88,362
IzVYL0XuF,【#意大利护士接受采访时落泪#：有人倒下也要继续战斗】3月17日，意大利皮亚琴察一名急诊室护士在接受采访时落泪。她表示从来没有见过如此多的痛苦。随着意大利确诊人数激增，医院一床难求。即使有医护倒下，也不能停止战斗。（视频来源：fanpage 翻译：@Nita大呵呵 ）意大利护士落泪：有人倒下也要继续战斗 澎湃新闻的微博视频                                ,无,无,无,2020-03-23 14:17,微博 weibo.com,1437,176,204
IzVR39DCv,【#武大校长带你赏樱#，讲述樱花树下的战“疫”故事】东湖之滨，珞珈山上，武大樱花正绽放。3月23日，武汉大学校长窦贤康院士带你漫步校园，在樱花树下讲述这个春天“武汉保卫战”中的武大战“疫”故事。 澎湃新闻的微博直播 . ,无,无,无,2020-03-23 13:58,微博网页版,8552,98,29
IzVNcoMCc,【意大利疫情加剧，#法拉利或将转产呼吸机#】近日，意大利汽车品牌法拉利和菲亚特克莱斯勒正与意大利最大呼吸机制造商Siare Engineering商谈生产零件。Siare总裁表示车企的生产经验会起到帮助，希望两大汽车制造商能代工生产呼吸机的部分零部件。（视频来源：综合网络）意大利疫情加剧，法拉利或将转产呼吸机  澎湃新闻的微博视频                                ,无,无,无,2020-03-23 13:48,360安全浏览器,434,56,98
IzVDexIQv,【#C罗教孩子们洗手#，呼吁大家注意防控】当地时间3月22日，正在家中隔离的C罗通过社交网络，发布了他教自己孩子洗手的视频，并贴上了待在家中、保证安全的标签，呼吁公众注意疫情期间的自我保护。来源网络C罗教孩子们洗手，呼吁大家注意防控 澎湃新闻的微博视频 ,无,"http://f.video.weibocdn.com/0041Z8S8gx07BVdqiHUs01041200g2G90E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1585006755&ssig=XtGzzK%2B97c&KID=unistore,video",无,2020-03-23 13:24,微博 weibo.com,495,49,86
IzVw22H54,"#北京新增15例境外输入病例#【北京3月23日0时至12时新增报告境外输入确诊病例15例】北京3月23日0时至12时新增报告境外输入确诊病例15例。3月23日0时至12时，新增报告境外输入新冠肺炎确诊病例15例,，其中西班牙12例、英国2例、挪威1例。治愈出院病例1例。截至3月23日12时，累计报告境外输入确诊病例122例，治愈出院病例9例。3月23日0时至12时，无新增报告本地确诊病例。截至3月23日12时，累计报告本地确诊病例415例，治愈出院病例392例，治愈出院率94.5%。@首都健康 北京3月23日0时至12时新增报告境外输入确诊病例15例                原图                            ",http://wx3.sinaimg.cn/large/005vnhZYgy1gd3s3rg4mmj30gy09qjs0.jpg,无,无,2020-03-23 13:06,360安全浏览器,267,31,76
IzVrCqXiK,【湖北疫情反弹医疗队暂缓离鄂？通知的是“援鄂疾控工作队”】#援鄂疾控工作队在湖北开展培训# 3月22日，湖北省疫情防控指挥部的一则题为《关于国家及各省援鄂疾控工作队暂缓离鄂的通知》的文件在网上流传。尽管标题和内文都写明是“援鄂疾控工作队”，但网民在传播这份通知时，将其理解成了“援鄂医疗队暂缓离鄂”，进而认为湖北疫情发生了新增和反弹。目前，各省的援鄂医疗队已在有序撤离。以上海援鄂医疗队为例，截至3月22日，上海援鄂医疗队已有两批返回了上海。那么，援鄂疾控工作队为何又暂缓离鄂呢？据新华社武汉3月22日报道：22日，国家卫健委联合湖北省新冠肺炎疫情防控指挥部开展湖北省疫情防控“疾控大培训”，为当地培养一支不走的公共卫生队伍。据介绍，本次大培训为期一周，主要面向湖北各地疾控中心、医院、乡镇卫生院、社区卫生服务中心等从事公共卫生人员，可见，国家及各省援鄂疾控工作队暂缓离鄂，是为了开展疫情防控培训。其中，对口援鄂防控队还将为湖北各个地区开展“定制培训”。解放日报-上观新闻湖北疫情反弹医疗队暂缓离鄂？通知的是“援鄂疾控工作队”            [组图共2张]    原图                            ,"http://ww4.sinaimg.cn/large/005vnhZYgy1gd3rs72lroj30go0ktjxr.jpg,http://ww4.sinaimg.cn/large/005vnhZYgy1gd3rs713g7j30ku0f1405.jpg",无,无,2020-03-23 12:55,360安全浏览器,392,33,58
IzVbedhPC,【#广西一小学教师被曝性侵女童4年#，警方：有犯罪事实，已立案】“2010年的时候，邓某对我进行第一次侵犯，我今天站出来，要揭开我童年的伤疤……”3月20日，微博实名认证用户@中国刘杰 爆料称广西横县云表镇某乡村小学教师邓某上课时多次性侵幼女。当事人赵女士回忆：“课堂上，邓某叫我上教室的讲台，解开我的裤子，摸完之后就叫我回到座位，我当时好奇地跟同桌说刚才老师摸我，但是被邓某听到了，他示意我不要说出来，要隐瞒……”22日16时，横县公安局发布通报称，接当事人报警后，该局依法受理，并立案侦查。目前已将涉案嫌疑人邓某传唤到公安机关接受调查，案件正在进一步侦办中。22日晚，记者从赵女士姐姐赵佳（化名）处获悉，横县公安局出具立案告知书，认为赵女士被强奸一案有犯罪事实发生，需追究犯罪嫌疑人刑事责任。广西一小学教师被曝性侵女童4年，警方：有犯罪事实，已立案            [组图共4张]    原图                            ,"http://ww2.sinaimg.cn/large/005vnhZYgy1gd3qfv2s9vj30cq0brq8m.jpg,http://ww1.sinaimg.cn/large/005vnhZYgy1gd3qfznf1uj30cv0hwwjl.jpg,http://ww2.sinaimg.cn/large/005vnhZYgy1gd3qh0t89wj30cg0bqjtu.jpg,http://ww2.sinaimg.cn/large/005vnhZYgy1gd3qhe8ztvj30k40cc0u8.jpg",无,无,2020-03-23 12:15,微博 weibo.com,7424,404,951
IzV0NEgha,【西班牙卫生部：#西班牙3475名医护感染新冠#，占确诊病例12%】西班牙新冠肺炎确诊病例中12%为医护人员。据西班牙《国家报》当地时间22日报道，西班牙卫生部应急与预警协调中心主任费尔南多·西蒙表示，截至当日，西班牙有3475例新冠肺炎确诊病例为医护人员，占全国28572例确诊病例的12%。西蒙表示，医护是新冠肺炎风险最大的人群，医护人员大量感染是一个重要的问题。西班牙卫生部：3475名医护感染新冠，占确诊病例12%                原图                            ,http://wx2.sinaimg.cn/large/005vnhZYgy1gd3pvurbaaj30gy09qt9b.jpg,无,无,2020-03-23 11:49,360安全浏览器,388,162,112
IzUQuyG21,【龚正任上海市副市长、代理市长】今天（23日）上午，上海市第十五届人大常委会第十九次会议决定，接受应勇辞去上海市市长职务的请求，龚正任上海市副市长、代理市长。会议决定，接受廖国勋辞去上海市监察委员会主任职务的请求。龚正，男，1960年3月生，汉族，江苏苏州人，中共党员，1982年8月参加工作，在职研究生，经济学博士。现任十九届中央委员，上海市委副书记、副市长、代理市长、市政府党组书记。曾任海关总署署长办公室正处级秘书，天津海关副关长，全国海关信息管理中心筹备办公室副主任，海关总署业务规范司副司长兼信息化工作领导小组办公室副主任、政策法规司司长，深圳海关关长、党组书记，海关总署副署长，浙江省副省长、省委常委、杭州市委书记，山东省委副书记、省长等职。龚正同志是十九届中央委员。上海发布龚正任上海市副市长、代理市长                原图                            ,http://wx4.sinaimg.cn/large/005vnhZYgy1gd3p3ew5txj31hx0u0q4n.jpg,无,无,2020-03-23 11:23,360安全浏览器,214,44,49
IzUNqe8r9,【世卫组织：#全球新冠病例逼近30万例#，死亡12784例】据世界卫生组织(WHO)3月22日发布的疫情报告显示，全球新冠病毒感染病例数已逼近30万例，超过1.27万人因感染新冠死亡。世卫组织发布的每日疫情报告称，截至欧洲中部时间21日23时59分(北京时间22日06时59分)，全球范围内，新冠肺炎确诊病例升至292142例，死亡病例升至12784例。其中，中国以外新冠肺炎确诊病例超过21万。报告显示，一天内，全球记录到26069例新增新冠病毒感染病例，死亡人数新增1600例。欧洲区域疫情最为严重，目前已确诊151293例新冠肺炎病例（新增22752例），死亡7426例（新增1426例）。此外，过去24小时内，非洲的马达加斯加、安哥拉、厄立特里亚和乌干达4个国家分别报告了境内首例确诊病例。世卫组织：全球新冠病例逼近30万例，死亡12784例                原图                            ,http://wx1.sinaimg.cn/large/005vnhZYgy1gd3oxndcl0j30gy09q3ys.jpg,无,无,2020-03-23 11:16,360安全浏览器,93,26,30
IzUEaFW29,【澳大利亚奥委会：#澳大利亚今年夏天无法集结参与奥运会#】据今日俄罗斯新闻网23日报道，澳大利亚奥委会(AOC)表示，鉴于国内外（疫情）不断变化的情势，澳大利亚团队今年夏天“无法集结”参与奥运会，会为2021年准备。海外网澳大利亚奥委会：今年夏天“无法集结”参与奥运会 原图,http://wx4.sinaimg.cn/large/005vnhZYgy1gd3o9wi8hxj31hx0u0q4n.jpg,无,无,2020-03-23 10:53,360安全浏览器,259,44,89
IzUCP3tQs,【美媒：#加拿大宣布不会派运动员参加东京奥运会#】#加拿大退出2020年东京奥运会# 3月23日，加拿大宣布不会派运动员参加2020年东京奥运会，成为第一个宣布不会派运动员参加2020年东京奥运会的国家。据美国有线电视新闻网（CNN）23日报道，加拿大奥委会（COC）和残奥委员会（CPC）做出“艰难决定”，决定不派代表队参加2020年东京奥运会，理由是“全球健康危机远比体育危机重要”。美媒：加拿大宣布不会派运动员参加东京奥运会                原图                            ,http://wx1.sinaimg.cn/large/005vnhZYgy1gd3o6e2r99j30gy09qaa7.jpg,无,无,2020-03-23 10:50,360安全浏览器,305,49,106
IzUATFWWI,【湖北景区将有序开放，“云”游武汉黄鹤楼赏江城春景】受新冠肺炎疫情的影响，素有“天下江山第一楼”美誉的武汉黄鹤楼暂停开放。随着武汉疫情的进一步缓和，3月23日，澎湃新闻记者“云”游黄鹤楼，感受江城的春日人文美景。 澎湃新闻的微博直播 . ,无,无,无,2020-03-23 10:45,微博网页版,871,50,41
IzUz4xbYo,【#中国抗疫医疗专家组赴柬埔寨#，与家人告别时孩子紧抱爸爸不放】3月23日，应柬埔寨政府邀请，中国政府赴柬埔寨抗疫医疗专家组出征仪式在南宁吴圩国际机场举行。中国政府抗疫医疗专家组由国家卫生健康委员会组建，广西壮族自治区选派。广西自治区人民政府向柬埔寨政府捐赠一批价值约325万元的抗疫物资，包括一次性医用外科口罩、一次性医用普通口罩、N95防护口罩、一次性乳胶手套、一次性工作帽、防渗透隔离衣、医用防护服等。出征仪式后，抗疫医疗专家组一行7人前往柬埔寨金边。登机前，家属跟专家组告别，有孩子紧紧抱住爸爸不舍得松开。广西广播电视台《新闻在线》中国抗疫医疗专家组赴柬埔寨，与家人告别时孩子紧抱爸爸不放            [组图共6张]    原图                            ,"http://ww4.sinaimg.cn/large/005vnhZYgy1gd3nd3ufq5j30u00mi0uo.jpg,http://ww4.sinaimg.cn/large/005vnhZYgy1gd3nd8dc4zj30u00mhmyv.jpg,http://ww3.sinaimg.cn/large/005vnhZYgy1gd3nd8fakkj30u00mhq5a.jpg,http://ww3.sinaimg.cn/large/005vnhZYgy1gd3nd8hgm5j30u00miwhp.jpg,http://ww4.sinaimg.cn/large/005vnhZYgy1gd3nddm0sxj30u00mfgp0.jpg,http://ww2.sinaimg.cn/large/005vnhZYgy1gd3nddo0xtj30u00mgq5z.jpg",无,无,2020-03-23 10:41,微博 weibo.com,739,55,133
